gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FUN_022188,472.3275728,0.2320099,0.109222604,2.124193088,0.033654001,0.088193741
FUN_001438,319.1984849,-0.484697733,0.228201031,-2.123994487,0.033670605,0.088224786
FUN_020410,1032.393558,-0.296912124,0.139823104,-2.123484009,0.033713314,0.088311741
FUN_003149,5.701008096,-1.429226187,0.673046465,-2.123517858,0.033710481,0.088311741
FUN_008438,549.4307077,-0.205624945,0.096840188,-2.123343103,0.033725111,0.088330167
FUN_025598,7324.230795,-0.551276242,0.25966653,-2.123016166,0.033752497,0.088389412
FUN_009516,261.4351967,0.449194995,0.211660215,2.122245767,0.033817105,0.088546101
FUN_026580,38.71139832,0.459194036,0.216392916,2.122038208,0.03383453,0.088579219
FUN_024075,1158.310149,0.195009938,0.091902657,2.121918394,0.033844591,0.088593055
FUN_019776,5748.91583,0.261338727,0.12317218,2.121735012,0.033859997,0.088620872
FUN_028250,7.344526676,-3.020964964,1.423933379,-2.121563416,0.033874417,0.088646105
FUN_011951,236.9952125,-0.27498979,0.12962589,-2.121411016,0.033887229,0.08866712
FUN_008858,1113.177619,-0.227607014,0.107304349,-2.121135034,0.03391044,0.088715338
FUN_030017,65.43179831,0.691345956,0.325982157,2.120809196,0.033937863,0.088774556
FUN_016119,19.69522316,-0.716570769,0.33790571,-2.12062344,0.033953504,0.088790424
FUN_024999,760.3946264,-0.528153335,0.24905375,-2.120639967,0.033952112,0.088790424
FUN_016472,113.5850784,0.449962437,0.212209982,2.120364143,0.033975348,0.088835022
FUN_029428,1023.917134,0.594414442,0.28036859,2.120117812,0.033996111,0.08887678
FUN_018274,38.98284359,-2.789866751,1.316597512,-2.118997435,0.034090684,0.089111462
FUN_022428,809.5882103,-0.195879153,0.0924523,-2.118705027,0.034115403,0.08916351
FUN_024111,15.14342142,1.380988398,0.651961584,2.118205169,0.034157696,0.089261466
FUN_020553,13.47663087,-0.907322781,0.428375302,-2.118055772,0.034170345,0.08928194
FUN_029089,741.1016242,-0.173992474,0.08215298,-2.117908239,0.03418284,0.089302007
FUN_023088,85.19430087,-0.446325833,0.210773097,-2.117565477,0.034211885,0.089365297
FUN_025858,527.2808623,0.225551271,0.106522341,2.117408135,0.034225224,0.089387553
FUN_015104,622.8713481,0.331575675,0.156616135,2.117123344,0.034249381,0.089438048
FUN_004657,657.594289,0.259227067,0.122481565,2.116457826,0.034305888,0.089572998
FUN_003710,6.663704878,2.630132423,1.242803937,2.116289098,0.034320227,0.089597823
FUN_030206,144.802931,-0.500193216,0.236505845,-2.114929618,0.034435946,0.089887271
FUN_004758,1031.748136,0.306138394,0.144780765,2.114496317,0.034472899,0.089971064
FUN_007802,845.8187939,0.431702118,0.204172315,2.114400852,0.034481045,0.089979662
FUN_001365,86.84587805,-0.419089172,0.198219181,-2.114271538,0.034492082,0.0899958
FUN_026929,6167.290736,-0.215026701,0.101713757,-2.114037539,0.034512061,0.0900226
FUN_028353,285.3848089,0.300820874,0.142295024,2.114064603,0.03450975,0.0900226
FUN_023854,546.7750234,-0.205081837,0.097018683,-2.113838599,0.034529055,0.090054261
FUN_018389,712.415811,0.241196767,0.114130072,2.113349813,0.034570838,0.090150557
FUN_002182,41.22702685,0.521210673,0.246671696,2.112973162,0.034603065,0.090209227
FUN_029967,93.07353122,0.356039578,0.168498615,2.113011898,0.03459975,0.090209227
FUN_025894,173.3893612,-0.745320695,0.352746262,-2.112908843,0.034608571,0.0902109
FUN_027417,80.62548794,-0.384918411,0.182195209,-2.112670325,0.034628995,0.090251453
FUN_014568,235.5431253,-0.404329475,0.191424752,-2.112211035,0.034668352,0.090341333
FUN_013166,154.0768047,-0.691010322,0.327186628,-2.111976054,0.034688503,0.090381144
FUN_007350,827.8899481,0.305127347,0.14452831,2.111194311,0.034755614,0.09054328
FUN_010317,43.59349084,0.436855259,0.206952082,2.110900532,0.034780862,0.09059633
FUN_007254,16.39229616,0.71282819,0.337759108,2.110463267,0.034818472,0.090681559
FUN_000019,300.4465994,-0.234507325,0.111153995,-2.109751655,0.034879753,0.090828404
FUN_024546,94.45060008,-0.528000853,0.250320006,-2.109303452,0.034918397,0.09089075
FUN_019412,182.4162825,0.366729478,0.173860003,2.109337806,0.034915434,0.09089075
FUN_027443,2634.244076,0.262841026,0.124603738,2.109415252,0.034908754,0.09089075
FUN_003692,81.34213281,1.284333654,0.608964602,2.109044845,0.034940711,0.090936069
FUN_002287,10.32284059,-0.845227033,0.400820663,-2.108741171,0.034966929,0.090991534
FUN_020250,20.18429044,0.879422793,0.417102429,2.108409665,0.034995569,0.091053286
FUN_020183,889.5947943,-0.462920503,0.219590047,-2.108112412,0.035021267,0.091107367
FUN_022706,1160.486293,0.240982129,0.114329716,2.107782092,0.035049843,0.091168917
FUN_011925,6.083031128,2.296802451,1.089767168,2.107608413,0.035064875,0.091182442
FUN_006332,300.411147,-0.273025749,0.129541096,-2.107638097,0.035062306,0.091182442
FUN_000171,20.86833657,-0.747353329,0.35466375,-2.107216566,0.035098812,0.091250972
FUN_015958,6.067250741,6.391710366,3.033285481,2.107190505,0.03510107,0.091250972
FUN_022454,278.9355354,0.200086204,0.094959391,2.107071277,0.035111402,0.091265039
FUN_018456,231.6326057,0.287353397,0.136400304,2.106691767,0.035144306,0.091337767
FUN_013943,447.3138274,-2.113156239,1.003107619,-2.106609699,0.035151425,0.091343468
FUN_030691,830.383765,-0.186853823,0.088706143,-2.106436115,0.035166487,0.091369805
FUN_001662,116.099486,0.318576752,0.151251694,2.106268985,0.035180994,0.091381892
FUN_026361,64.14505512,0.396511521,0.188250206,2.106300598,0.035178249,0.091381892
FUN_001103,541.2978192,0.175259139,0.083217933,2.1060261,0.035202085,0.091423873
FUN_003621,324.0053207,-0.519831962,0.246887412,-2.105542594,0.035244104,0.09147426
FUN_003244,308.5809765,0.426604529,0.202612521,2.105519082,0.035246148,0.09147426
FUN_004599,576.3919559,0.210513539,0.099981581,2.105523205,0.03524579,0.09147426
FUN_011415,322.1512698,0.253112949,0.120213008,2.105537111,0.03524458,0.09147426
FUN_009087,60.30040891,-0.405762896,0.192704838,-2.105618621,0.035237494,0.09147426
FUN_001632,6.907727093,-1.264610717,0.600688494,-2.105268755,0.03526792,0.091481455
FUN_017585,39.9420716,0.577980858,0.274548666,2.105203662,0.035273584,0.091481455
FUN_007764,4727.009613,0.36707088,0.174359738,2.105250238,0.035269531,0.091481455
FUN_023364,222.227555,-0.344079659,0.163440937,-2.105223243,0.03527188,0.091481455
FUN_006871,39.82078247,0.698902848,0.331981737,2.105244868,0.035269998,0.091481455
FUN_023848,797.500108,-0.262424313,0.124676978,-2.104833767,0.035305781,0.091552154
FUN_018822,151.1338072,-0.380875645,0.180961672,-2.104731021,0.035314729,0.091562555
FUN_023209,1793.417594,-0.556067433,0.264216214,-2.104592385,0.035326805,0.091581063
FUN_030743,72.67114423,-3.811287352,1.811150683,-2.104345811,0.035348293,0.09162396
FUN_029545,178.0227768,-0.856997818,0.407285563,-2.1041694,0.035363673,0.091651017
FUN_029661,135.9851358,0.389188563,0.184993492,2.103795965,0.035396249,0.091722626
FUN_016998,578.9575258,-0.161850783,0.076939978,-2.103598008,0.035413528,0.091754581
FUN_012068,9.773835937,1.228046432,0.583873799,2.103273747,0.035441847,0.091815127
FUN_014346,222.193315,0.423568978,0.201403308,2.10308849,0.035458035,0.091841656
FUN_001352,322.0922948,-0.474912806,0.225821705,-2.103043217,0.035461992,0.091841656
FUN_008501,547.1398272,0.233731813,0.111150329,2.102844095,0.0354794,0.091873911
FUN_028001,21.95345262,0.788629358,0.375097186,2.102466742,0.03551241,0.091933718
FUN_024672,2828.970135,-0.310824553,0.147834505,-2.102516953,0.035508016,0.091933718
FUN_020434,571.6743963,-0.493446057,0.234753482,-2.101975452,0.035555426,0.092032231
FUN_016110,13.68427986,-0.756311068,0.359843447,-2.101778074,0.035572721,0.092064147
FUN_021757,554.4632636,0.220938882,0.105126086,2.101656113,0.035583411,0.092078964
FUN_028529,615.5857592,-0.206770866,0.09839419,-2.101454021,0.03560113,0.09210707
FUN_000017,90.29697729,-0.411124269,0.195641268,-2.101418961,0.035604205,0.09210707
FUN_007109,24.84187613,0.667719682,0.317762195,2.101318823,0.035612989,0.092116944
FUN_027819,10.74094526,-0.934387566,0.444717711,-2.101080175,0.035633929,0.092158255
FUN_017043,15.24339321,-1.364791398,0.649825609,-2.100242557,0.03570751,0.092322804
FUN_019614,178.1275221,-0.274100436,0.130507928,-2.100258892,0.035706073,0.092322804
FUN_020443,3677.62739,-0.289595909,0.137910698,-2.099879937,0.035739404,0.092392387
FUN_018673,236.2938875,0.393853925,0.187622561,2.099182121,0.035800849,0.092538335
FUN_024524,1021.402619,-0.19687887,0.093796998,-2.098989029,0.035817868,0.092569423
FUN_006346,93.69745674,-0.433947206,0.206787047,-2.098522191,0.035859042,0.092662922
FUN_004963,16.73665412,-0.781244094,0.372329283,-2.098261214,0.035882077,0.092696614
FUN_003521,209.7788115,-0.584896215,0.278746026,-2.098312298,0.035877567,0.092696614
FUN_005324,331.3055572,-0.389266901,0.18557391,-2.097638082,0.035937128,0.092824873
FUN_020624,14.14639986,-0.988612208,0.471309505,-2.097585977,0.035941735,0.092824873
FUN_013751,6.987482438,1.034279482,0.493170215,2.097205894,0.035975353,0.09289876
FUN_007443,5.938184784,6.36140735,3.03343596,2.097096307,0.035985051,0.092910866
FUN_009183,2114.612143,0.224796415,0.107205888,2.096866318,0.036005411,0.092950494
FUN_015337,23.99115371,0.549424054,0.262030016,2.096798155,0.036011447,0.092953138
FUN_003784,54.07952791,0.812557202,0.387592152,2.096423261,0.036044661,0.093025922
FUN_029355,21.23333889,-0.547550115,0.261254875,-2.095846497,0.03609581,0.093144969
FUN_023509,179.5869443,-0.304017032,0.14506309,-2.095757312,0.036103725,0.093152432
FUN_025424,567.2311103,-0.194532197,0.09283137,-2.095543757,0.036122683,0.093188382
FUN_025884,279.5438546,-0.615593122,0.293772502,-2.095475643,0.036128731,0.093191023
FUN_014333,382.0221869,0.256879906,0.122592098,2.095403461,0.036135142,0.093194597
FUN_028122,1151.651474,0.242080176,0.115533023,2.095333166,0.036141386,0.09319774
FUN_024391,19.77682367,-0.646282164,0.308466806,-2.095143308,0.036158255,0.093215318
FUN_009525,748.2619081,-0.242457134,0.11572192,-2.095170336,0.036155853,0.093215318
FUN_027649,14.65630378,-0.938830953,0.448154746,-2.094881203,0.036181554,0.093262419
FUN_011002,169.047937,0.383386599,0.183055831,2.094369769,0.036227054,0.093366723
FUN_013400,2586.681116,0.23905134,0.114146612,2.094248224,0.036237874,0.093381633
FUN_022624,417.8311806,-0.718895122,0.343399498,-2.093465854,0.036307589,0.093548284
FUN_026748,87.06361356,0.476398875,0.227615201,2.093001145,0.036349052,0.093642107
FUN_003443,4894.258613,-0.893633562,0.427100315,-2.092327098,0.036409265,0.093784199
FUN_014579,676.3200154,0.25409358,0.121449382,2.092176799,0.036422703,0.093805784
FUN_001458,182.6006167,-0.301058509,0.14392006,-2.091845356,0.036452352,0.093858541
FUN_023538,5.345936835,-1.363262501,0.651706624,-2.091834655,0.036453309,0.093858541
FUN_029322,141.2507945,0.272629668,0.130334365,2.09177117,0.03645899,0.093860139
FUN_005710,5.494835398,-2.185904822,1.045031593,-2.091711711,0.036464312,0.09386081
FUN_023976,412.0837428,-0.305728246,0.146171948,-2.091565797,0.036477375,0.093868377
FUN_000396,67.63156043,0.348994854,0.166856947,2.091581207,0.036475995,0.093868377
FUN_016142,8.88521503,-2.542174945,1.215568764,-2.091346059,0.036497054,0.093882699
FUN_018915,749.6928875,-0.303435093,0.145086071,-2.091414369,0.036490935,0.093882699
FUN_004692,5732.768206,-0.733965054,0.350955432,-2.091334079,0.036498127,0.093882699
FUN_018023,136.7099104,0.382007225,0.182682821,2.091095495,0.036519505,0.093924661
FUN_008841,85.29678453,2.484427651,1.188301458,2.090738536,0.036551509,0.093993938
FUN_022661,1456.281602,0.342026865,0.163599056,2.09064082,0.036560274,0.094003443
FUN_018666,1007.362839,0.168502009,0.080606823,2.0904187,0.036580205,0.09402891
FUN_029403,4017.850966,0.41443604,0.198255159,2.090417431,0.036580318,0.09402891
FUN_012797,62.98292062,1.299478101,0.622043927,2.089045556,0.036703623,0.094332786
FUN_018314,11.67719003,-0.987189564,0.472627081,-2.088728309,0.036732187,0.094393119
FUN_013218,749.9086023,-0.704442257,0.337275226,-2.088627339,0.036741282,0.094403411
FUN_010062,114.4882805,2.376196285,1.137813966,2.088387343,0.036762908,0.094445892
FUN_007087,895.9314249,-0.312019833,0.14941609,-2.088261264,0.036774274,0.094462005
FUN_021695,26.22829179,1.216222302,0.582460008,2.08807864,0.036790741,0.094470517
FUN_005432,10.97543492,0.809876023,0.38785148,2.088108629,0.036788037,0.094470517
FUN_016943,1465.916768,0.13097923,0.062727862,2.088055056,0.036792869,0.094470517
FUN_001801,660.3994031,0.294968781,0.141269255,2.087989919,0.036798744,0.094472523
FUN_017440,879.5723664,-0.17774795,0.085138769,-2.087743952,0.036820938,0.094516417
FUN_019796,569.1670807,0.333745646,0.159872546,2.087573227,0.036836349,0.094542891
FUN_026051,22.74476784,1.660774748,0.795588562,2.087479417,0.03684482,0.094551547
FUN_025306,96.90240364,0.339965807,0.162875885,2.087269138,0.036863813,0.094587199
FUN_017227,399.8818701,0.20775766,0.099538909,2.087200485,0.036870016,0.094590028
FUN_019599,7.616988087,-1.498181053,0.718111292,-2.086279759,0.036953289,0.094777444
FUN_005688,694.6763503,-0.220210846,0.105549812,-2.086321543,0.036949507,0.094777444
FUN_015485,9856.02739,0.206103787,0.098887759,2.084219412,0.037140214,0.095243695
FUN_026364,308.5622008,0.200795969,0.096348192,2.084065765,0.037154186,0.095266352
FUN_021847,11.32999899,-0.883555732,0.424161542,-2.08306422,0.03724537,0.095486956
FUN_022699,366.1565166,-0.368286667,0.176805783,-2.083001251,0.037251109,0.095488469
FUN_005535,386.9925101,-0.319301653,0.153301209,-2.082838454,0.037265951,0.095513313
FUN_005908,1013.86361,0.148687071,0.071390642,2.082724956,0.037276301,0.095526639
FUN_006937,1667.775994,0.143408937,0.068861713,2.0825642,0.037290965,0.095551014
FUN_005587,35.11251521,-1.15074943,0.552617603,-2.082361156,0.037309494,0.095585284
FUN_010472,5.437622945,-1.217599694,0.584819104,-2.082010806,0.037341483,0.095654025
FUN_030571,32.70364302,-0.598764079,0.287662212,-2.081483258,0.037389695,0.095764298
FUN_019291,30.68907335,0.657061777,0.31569687,2.081305961,0.03740591,0.095792599
FUN_022766,905.6233175,-0.372998282,0.179219094,-2.081241867,0.037411773,0.095794387
FUN_026619,95.61988707,-0.812606302,0.390455979,-2.081172644,0.037418107,0.095797378
FUN_026747,13.69248338,-0.893398604,0.42933964,-2.080866803,0.037446099,0.095855812
FUN_026476,474.154869,-0.189706984,0.091212021,-2.079846301,0.037539633,0.09608198
FUN_009865,6.571693627,-1.177837755,0.566421789,-2.079435817,0.037577311,0.096165146
FUN_015237,70.89446913,0.453113618,0.217933024,2.079141607,0.037604337,0.096221031
FUN_015959,31.60607376,0.588689324,0.28316715,2.078946386,0.037622279,0.096240383
FUN_020974,43.49443956,-0.480322756,0.231035905,-2.07899615,0.037617704,0.096240383
FUN_025514,409.4741492,0.408669922,0.196586164,2.078833594,0.037632648,0.096253633
FUN_020247,155.0563673,-0.384792349,0.185106048,-2.078767027,0.037638769,0.096256013
FUN_009438,469.2402142,-0.153861961,0.074027012,-2.078456993,0.037667288,0.096315666
FUN_015507,10.95091999,-1.81649938,0.874052156,-2.078250557,0.037686288,0.096350964
FUN_014677,4960.994414,-0.31910682,0.15355212,-2.078166167,0.037694057,0.096357544
FUN_024147,424.5348611,0.227656054,0.109560894,2.077895195,0.037719013,0.096408051
FUN_007648,241.9506798,0.296345584,0.142640044,2.077576364,0.037748395,0.096469854
FUN_023944,750.8204319,-0.219319798,0.105572639,-2.077430291,0.037761863,0.096490977
FUN_007162,11.80801334,1.427036537,0.686950189,2.077350818,0.037769192,0.096496409
FUN_029548,22.98795764,-0.769661654,0.370519777,-2.077248508,0.037778629,0.096507225
FUN_018600,92.22411873,-1.332073107,0.641301065,-2.07714158,0.037788494,0.096519131
FUN_008161,15564.31891,-0.252304203,0.12148274,-2.076872834,0.037813298,0.096542596
FUN_010137,164.4479391,0.388892937,0.187245011,2.076920151,0.03780893,0.096542596
FUN_004077,273.0941462,-0.20044672,0.09651158,-2.076918849,0.03780905,0.096542596
FUN_022169,147.7222249,0.273848358,0.131881105,2.076479097,0.037849662,0.096622139
FUN_009395,271.0233279,0.46488069,0.223897585,2.076309534,0.037865332,0.096648837
FUN_020175,152.1759968,1.47541941,0.710643621,2.076173437,0.037877913,0.096654345
FUN_020375,10.29578777,0.751034858,0.36173672,2.076191928,0.037876204,0.096654345
FUN_019794,12.62458434,1.144248041,0.551180112,2.075996604,0.037894265,0.096682768
FUN_022969,729.5044864,-0.566415299,0.272911217,-2.075456281,0.037944267,0.096797025
FUN_007823,81.62284685,-0.520608951,0.250893091,-2.075023067,0.037984397,0.096886072
FUN_012765,7.019884948,-2.352942083,1.134190059,-2.074557138,0.038027598,0.096982925
FUN_019485,70.73028287,0.51752058,0.249469257,2.074486401,0.03803416,0.096986325
FUN_015819,157.3358411,0.383125319,0.184743697,2.073820785,0.038095958,0.097130552
FUN_005837,649.6008286,0.169294906,0.081639867,2.073679336,0.038109102,0.097150708
FUN_022621,760.3521979,0.250552984,0.120843442,2.073368478,0.038138,0.097211016
FUN_005910,740.2745047,-0.170001859,0.082006229,-2.073035927,0.038168936,0.097236413
FUN_003317,337.5067107,-0.363148336,0.175167126,-2.073153476,0.038157999,0.097236413
FUN_022836,126.5914427,0.417623644,0.201446565,2.073123676,0.038160771,0.097236413
FUN_022396,3237.926621,0.238654343,0.115121988,2.073056131,0.038167056,0.097236413
FUN_012918,9.810567451,-1.346564521,0.64976992,-2.072371279,0.03823083,0.097380712
FUN_030607,787.4180097,-4.628686606,2.233847659,-2.072069054,0.038259002,0.097382217
FUN_007969,748.8595131,-0.248280251,0.11982105,-2.07209211,0.038256852,0.097382217
FUN_020087,897.4754377,0.331602478,0.160037722,2.072026976,0.038262926,0.097382217
FUN_027781,872.7672377,0.175431494,0.084657842,2.072241516,0.038242923,0.097382217
FUN_025788,144.7104636,0.331423158,0.159943859,2.072121806,0.038254083,0.097382217
FUN_010331,195.3076154,-0.561449307,0.270949534,-2.072154541,0.038251031,0.097382217
FUN_003302,723.1015418,0.285540017,0.137834327,2.07161759,0.038301118,0.097466045
FUN_020916,733.2078853,0.32386078,0.156348843,2.071398638,0.038321558,0.097477934
FUN_005521,7.750940025,-1.137581247,0.549159197,-2.071496306,0.038312439,0.097477934
FUN_008202,8964.593837,-0.192402987,0.09288517,-2.071406952,0.038320782,0.097477934
FUN_008464,12588.84231,0.347232663,0.167639756,2.071302609,0.038330526,0.097487374
FUN_030129,9.678277334,0.82585666,0.398926388,2.070198123,0.038433795,0.097736619
FUN_024302,431.9974524,-0.318192062,0.153729676,-2.069815467,0.038469628,0.097814331
FUN_025893,42.84039895,-0.789248609,0.381403345,-2.069327971,0.038515321,0.097876834
FUN_001824,510.33651,-0.189755409,0.091696006,-2.06939666,0.03850888,0.097876834
FUN_011977,7.077373265,1.47280024,0.711712386,2.069375593,0.038510855,0.097876834
FUN_008002,1150.19988,-0.176146353,0.08511777,-2.069442752,0.038504558,0.097876834
FUN_004199,51.95544907,0.629005551,0.304056197,2.068714785,0.038572859,0.097954056
FUN_025309,1171.292342,0.254923055,0.123230623,2.068666445,0.038577398,0.097954056
FUN_013741,1665.636134,-0.21494152,0.103900272,-2.068729141,0.038571511,0.097954056
FUN_006695,408.6970261,0.223874688,0.108220987,2.068680884,0.038576042,0.097954056
FUN_026678,654.8709795,0.156685845,0.075738519,2.068773554,0.038567341,0.097954056
FUN_030098,173.317789,2.710051006,1.310022098,2.068706331,0.038573653,0.097954056
FUN_011181,232.202381,3.019307384,1.459649444,2.068515421,0.038591582,0.097976657
FUN_003882,249.4128761,-0.271891399,0.131472635,-2.068045561,0.038635739,0.098075177
FUN_027131,5.488868625,-1.189759571,0.575337369,-2.067933763,0.038646252,0.098075177
FUN_007181,336.3358553,-0.215955632,0.104428283,-2.067980309,0.038641875,0.098075177
FUN_020551,1826.374488,-0.215318961,0.104130136,-2.067787179,0.03866004,0.098096744
FUN_003274,457.2394226,0.213859575,0.103429002,2.067694462,0.038668763,0.098105455
FUN_024771,40.51483929,0.490065574,0.237045425,2.067390987,0.038697327,0.098164495
FUN_018192,274.1436392,-0.462133316,0.223573647,-2.067029467,0.038731377,0.098237435
FUN_030269,70.21593115,-1.421918129,0.68810225,-2.066434356,0.038787485,0.098366292
FUN_000758,64.42677324,0.34968444,0.169229501,2.066332627,0.038797083,0.09837718
FUN_008757,653.1605257,-0.467655771,0.226335053,-2.066210098,0.038808646,0.098393048
FUN_027283,192.6515982,-0.196371247,0.095045964,-2.066066136,0.038822235,0.098414048
FUN_007125,292.2986238,0.207460829,0.100426164,2.06580458,0.038846935,0.098463204
FUN_012909,466.0195042,-0.246589581,0.119378231,-2.065615972,0.038864755,0.09849491
FUN_012322,7.08846923,-1.753957787,0.849458679,-2.064794711,0.038942428,0.098673942
FUN_025638,100.8598615,-0.98337975,0.476269101,-2.06475656,0.03894604,0.098673942
FUN_010707,753.2906924,0.283306843,0.137232951,2.064422878,0.038977639,0.098740513
FUN_013399,29.10044558,0.64099054,0.310536568,2.064138677,0.03900457,0.098795241
FUN_013324,57.36241321,-0.589707382,0.285703562,-2.064053306,0.039012662,0.098802245
FUN_027854,362.7535834,0.562079091,0.272331744,2.063949958,0.039022461,0.098813567
FUN_028875,95.84818769,-0.325486157,0.157712088,-2.063799684,0.039036713,0.09882267
FUN_021198,1159.361139,0.478559998,0.231878746,2.063837272,0.039033148,0.09882267
FUN_006139,250.501333,0.283691501,0.137482122,2.063479216,0.03906712,0.098886149
FUN_009514,149.8489083,0.323104257,0.156607446,2.063147476,0.039098619,0.098938871
FUN_009128,7.135385875,-1.392976455,0.675154472,-2.063196666,0.039093947,0.098938871
FUN_014360,208.7012705,0.256832329,0.12449004,2.063075326,0.039105472,0.098942713
FUN_014884,457.6605934,-0.177681802,0.086136018,-2.062804922,0.039131166,0.098983224
FUN_020177,152.0686581,0.40703691,0.197323055,2.06279449,0.039132158,0.098983224
FUN_024709,156.2905995,0.330183839,0.16007332,2.062703765,0.039140782,0.098991537
FUN_004572,31.29673581,-0.608396209,0.295030983,-2.062143448,0.039194081,0.099111994
FUN_017967,351.001732,0.597959493,0.289977295,2.062090736,0.039199098,0.099111994
FUN_008701,2105.357523,-0.170629217,0.082751073,-2.061957754,0.039211758,0.099130489
FUN_012827,40.28776085,0.593273902,0.287818317,2.061279167,0.039276415,0.099280412
FUN_010469,46.81980653,0.72598874,0.352249118,2.061009393,0.039302144,0.099320161
FUN_017688,1699.78873,-1.509414414,0.732369218,-2.061001989,0.03930285,0.099320161
FUN_003816,10.08544933,1.005846984,0.488090157,2.060781129,0.039323926,0.099359881
FUN_013009,1848.745126,-0.168340465,0.081691037,-2.060696881,0.039331967,0.099366662
FUN_011725,40.40388924,-0.650913803,0.315889556,-2.06057399,0.0393437,0.099382766
FUN_015147,400.198136,0.231315589,0.11226414,2.060458397,0.039354739,0.099397112
FUN_027074,803.2185721,-0.423321952,0.205478763,-2.060173743,0.039381934,0.099452253
FUN_007654,954.0345709,-0.149166994,0.072427667,-2.059530579,0.039443439,0.099594012
FUN_006360,33.05415655,-3.998605331,1.942117098,-2.058889927,0.039504784,0.099735329
FUN_029840,12704.6025,0.245463624,0.11925899,2.058240008,0.0395671,0.099879057
FUN_007013,306.0250061,-0.255977104,0.124376894,-2.058076019,0.039582837,0.099905183
FUN_008911,291.6933273,0.355780135,0.172894095,2.057792284,0.039610077,0.099960333
FUN_004537,5.759085501,-1.672860918,0.813032926,-2.057556175,0.039632757,0.100003961
FUN_006869,203.6631176,0.587502897,0.285629556,2.056870111,0.039698722,0.100156781
FUN_014898,118.9001891,-0.310194091,0.150842247,-2.056413878,0.03974264,0.100253944
FUN_010504,1170.833881,0.284899188,0.138555081,2.056216104,0.039761691,0.100288361
FUN_030323,28.24252464,-1.063308252,0.517202645,-2.055883245,0.039793772,0.100355628
FUN_028813,67.83658088,-0.378110941,0.183937145,-2.055652989,0.039815976,0.100397974
FUN_022618,532.5793774,0.264854195,0.12886649,2.055260404,0.03985386,0.100468942
FUN_020320,32.53043047,0.803560936,0.390979836,2.055249052,0.039854956,0.100468942
FUN_021240,1190.723299,0.189431383,0.092182722,2.0549554,0.039883313,0.100526762
FUN_001417,6.459025508,-1.059448167,0.515723219,-2.054296041,0.039947048,0.100673726
FUN_026036,285.9855995,-0.466049822,0.226897337,-2.054011867,0.039974543,0.100729331
FUN_028838,1275.369599,-2.722790504,1.325822802,-2.053660941,0.040008519,0.10080125
FUN_005436,2103.850953,0.209722599,0.102141382,2.053257891,0.040047572,0.100885939
FUN_020926,48.43597629,0.466944377,0.227428121,2.053151452,0.040057891,0.100898228
FUN_018675,211.4912044,2.079814874,1.013036632,2.053050016,0.040067727,0.100909297
FUN_023551,2932.34015,-0.335377292,0.163364512,-2.052938471,0.040078545,0.100922838
FUN_024476,6.318145717,-2.845692454,1.386428039,-2.052535273,0.040117671,0.101007646
FUN_004057,40.40058349,-0.696545561,0.339409935,-2.05222502,0.040147799,0.101069781
FUN_009333,56.66514638,-0.393555627,0.191779099,-2.052129922,0.040157038,0.101079319
FUN_007236,663.2962845,0.176855612,0.086191031,2.051902727,0.040179117,0.101112311
FUN_009159,57.21724555,0.461407255,0.224870174,2.051882852,0.040181049,0.101112311
FUN_018524,271.9722047,0.20659911,0.100694232,2.05174721,0.040194236,0.101131774
FUN_016747,31.67223248,0.658472926,0.321016812,2.051210094,0.040246491,0.101249515
FUN_019405,150.0413542,-0.430960919,0.21013184,-2.05090727,0.040275978,0.101309954
FUN_005838,209.3805059,-0.331400367,0.161603689,-2.050698029,0.040296363,0.101347484
FUN_014514,30.69793185,-0.808608199,0.394436664,-2.050033054,0.040361205,0.101496802
FUN_022538,292.4355449,0.382774408,0.186733542,2.049842803,0.040379773,0.101529728
FUN_026877,921.629801,-0.511482267,0.249542398,-2.049680822,0.040395588,0.101555723
FUN_007807,694.7929775,-0.14289954,0.069725653,-2.04945432,0.04041771,0.101597568
FUN_000145,26.08311102,0.543988603,0.265445949,2.049338502,0.040429026,0.101606337
FUN_020674,3764.826362,-0.192580472,0.093973486,-2.049306472,0.040432156,0.101606337
FUN_030307,155.9378771,0.372653147,0.18190713,2.048590102,0.040502213,0.101768602
FUN_017533,2576.118035,-0.255016505,0.124516298,-2.048057232,0.040554392,0.101885905
FUN_006547,836.2932451,0.169083723,0.08256257,2.047946461,0.040565246,0.10189937
FUN_027463,4323.338939,-0.312199016,0.15246907,-2.047621966,0.040597055,0.101951657
FUN_007840,810.4719323,-0.272831469,0.133239979,-2.047669704,0.040592374,0.101951657
FUN_006088,161.8757088,-0.307686283,0.150285336,-2.047347335,0.040623993,0.102005494
FUN_013194,320.0156858,0.256352309,0.125227024,2.047100548,0.040648213,0.102052492
FUN_018282,182.1173535,-0.325794467,0.15918644,-2.046621979,0.040695215,0.102156667
FUN_008839,1022.688514,0.276539721,0.135126393,2.046526338,0.040704614,0.10216331
FUN_005709,121.877784,0.301473221,0.147312843,2.046482946,0.040708879,0.10216331
FUN_005994,149.882997,0.417909624,0.204302728,2.04554109,0.040801543,0.102355385
FUN_026459,33.32229583,0.646260462,0.315919615,2.04564842,0.040790974,0.102355385
FUN_017712,380.4661953,-0.309418886,0.151268545,-2.045493897,0.04080619,0.102355385
