"","id","fc","pval","qval","de"
"2411","FUN_004241",4.80886851208947,0.00408609457133502,0.0249758942182304,2.26569747943677
"1616","FUN_002946",0.197865453430359,0.00410511207108577,0.0250725643655239,-2.33740834968436
"7638","FUN_014168",5.12581267365385,0.00413977280783517,0.0251931578903147,2.35778075531133
"1099","FUN_002061",14.5584856283505,0.00421628120851492,0.025471516382723,3.86378838929108
"3480","FUN_006254",0.0287051210854363,0.00434706465345513,0.0259259926469337,-5.12254804850137
"612","FUN_001037",0.040813660025624,0.00440015855163334,0.0260614534487814,-4.61480409755532
"5163","FUN_009852",0.0180683747290875,0.00444347164928494,0.026249842344616,-5.79038944980021
"3272","FUN_005931",26.0107621431847,0.00444886162094127,0.0262506303632028,4.70103676729721
"7215","FUN_013383",0.0868754074927534,0.00450416148656596,0.0264573026555225,-3.52490835001357
"5217","FUN_009937",6.45514879366853,0.00455640831891002,0.0266641832115586,2.69045035059267
"2554","FUN_004514",49.8684553726212,0.004683412590061,0.0271637930223538,5.64005561249294
"5838","FUN_010995",4.82155534407517,0.00477365563888532,0.027447339759916,2.2694986081206
"3592","FUN_006465",0.0434552168209195,0.00486233964508564,0.0277493581785864,-4.52432680606336
"3434","FUN_006177",5.91297000220905,0.00486087661359991,0.0277493581785864,2.56388295801343
"1798","FUN_003221",0.0448720155076359,0.00489392524564702,0.0279092750716797,-4.47804020305116
"2854","FUN_005046",0.152991083516678,0.00497679523384176,0.02821745596016,-2.70848052132316
"5164","FUN_009853",0.0207428546236867,0.00501856927925504,0.0283721281274852,-5.59124173882318
"1473","FUN_002676",4.92988564021825,0.00503153590010186,0.0284044167972585,2.30155418043613
"6618","FUN_012387",0.150468447081951,0.00507513438552909,0.0285476309186011,-2.73246710631378
"5846","FUN_011004",4.425309189688,0.00514188908203239,0.0288196073817564,2.14577825764676
"6287","FUN_011855",11.4954098711065,0.00522421983892862,0.0290526157847167,3.52298600143678
"331","FUN_000543",4.64549025224351,0.00522427624838839,0.0290526157847167,2.2158308564913
"2220","FUN_003909",34.5708357223894,0.00530957155607936,0.0293601308503541,5.11148357491155
"6764","FUN_012627",0.0804896788754597,0.00541046276004098,0.0297732269307853,-3.63505239027208
"7388","FUN_013710",0.235685519012486,0.00541609121516995,0.0297808948137505,-2.08506497563179
"5497","FUN_010418",0.0175767617611653,0.00550697451075255,0.0300904469080199,-5.83018688843067
"3941","FUN_007103",7.07297271005269,0.0055919975359684,0.0303606068349793,2.8223166949031
"284","FUN_000449",0.035945509023236,0.0056589402404108,0.030621632399735,-4.79804465595673
"2843","FUN_005018",0.0505812748308387,0.00574913338824456,0.0307798384940817,-4.30525279118892
"1799","FUN_003223",0.0318422903494762,0.00576912971698595,0.0308132917353343,-4.97291208011824
"7981","FUN_014872",4.92395964952928,0.00578606557904471,0.0308406354553574,2.29981893938888
"3130","FUN_005645",42.2684965865968,0.0058200144970153,0.0309583651573572,5.40151089413485
"3590","FUN_006459",23.8771131958697,0.00591429534641952,0.0313109753633974,4.57755651650856
"5165","FUN_009854",0.0194722207466795,0.00599818096447735,0.031648084199365,-5.6824387614166
"2518","FUN_004462",5.3022918466061,0.00605625496114692,0.0319114914843744,2.40661608062833
"3208","FUN_005804",0.0549623749172553,0.00606225174584663,0.0319216080497506,-4.18541184560195
"1142","FUN_002138",0.144060056958379,0.00621157294902308,0.0323277498983781,-2.79525771507322
"7657","FUN_014224",33.7353863852729,0.00624538085255488,0.0324710040341997,5.0761907805993
"2841","FUN_005016",0.0311401884411294,0.00627204370634549,0.0325031820983469,-5.00507851503471
"2840","FUN_005015",0.0554843608997248,0.00635816786569388,0.0328500052767555,-4.17177500627406
"2081","FUN_003708",5.74468614959831,0.00642295526142711,0.0330431929677886,2.52222807602429
"1800","FUN_003224",0.0404107571699895,0.00645216694237161,0.0331064660280273,-4.62911680645045
"2915","FUN_005160",0.113690020833904,0.00656798465239827,0.0334813280132021,-3.13682246796825
"7056","FUN_013135",16.0157664335283,0.00672213638252994,0.0338702238579211,4.00142093473537
"836","FUN_001430",0.190437056582407,0.00672784296037521,0.033877177093079,-2.39261385917275
"1864","FUN_003331",0.0461964656528461,0.00673754585640185,0.0339042313982175,-4.43607370999834
"3635","FUN_006526",4.79456652534339,0.00693804985720292,0.0346018664852859,2.2614003877134
"2845","FUN_005023",0.0304823869205543,0.0071291500386611,0.0351763116546042,-5.03588031241535
"5879","FUN_011085",0.0593277134440339,0.00715975007784964,0.0352583918928067,-4.07515000897449
"830","FUN_001413",0.0116859859460935,0.00728645893269608,0.0356581084018815,-6.4190767304051
"2846","FUN_005024",0.0268103616687739,0.00741540244051042,0.0361310523392636,-5.22106550852858
"8053","FUN_015015",0.129668044718429,0.00756943781573982,0.0366761745651255,-2.94710510802266
"1383","FUN_002566",0.238958275964824,0.00758802084917776,0.0367434775813617,-2.06516936083866
"1341","FUN_002491",0.0415911648745015,0.00762568051428647,0.0368626795166599,-4.58757909759805
"3399","FUN_006110",25.0288971495387,0.00773671757048944,0.0371419365891676,4.64552281771766
"832","FUN_001424",0.0891421436853111,0.00796679133446343,0.0380365708224687,-3.48774853455693
"2126","FUN_003765",0.149708936191318,0.00820491796591161,0.0388889271628861,-2.73976775582824
"835","FUN_001428",0.06963670352291,0.00828313302346328,0.0390437977952865,-3.84400827977414
"2976","FUN_005298",35.6004438688713,0.00834907497945725,0.0392161110312839,5.15382332381576
"8541","FUN_015978",0.0994004142307793,0.00862438377045804,0.0402072509337534,-3.33060432583982
"7976","FUN_014866",4.70437242909075,0.00866356540950342,0.0403528393556655,2.23400227793227
"1088","FUN_002032",11.4826662055323,0.00878356894101628,0.0407436876825578,3.52138576084655
"4924","FUN_009484",0.0777999923826959,0.00930482217811535,0.0423585800317693,-3.6840861758158
"829","FUN_001412",0.0199218595387266,0.00955341610167282,0.043269663503433,-5.64950387258513
"155","FUN_000206",0.131764666506921,0.00955469325637748,0.043269663503433,-2.9239645400901
"983","FUN_001884",6.12688205384212,0.00957051001842024,0.0432912151613117,2.61515307883688
"5880","FUN_011086",0.0705492251813454,0.00962878961703173,0.0433545797189007,-3.82522595150454
"513","FUN_000859",0.122133186199524,0.00969782913341755,0.0435651188265401,-3.03347283018686
"5496","FUN_010417",0.0244154418790625,0.00976754611487507,0.0437778397707337,-5.35606230117214
"5763","FUN_010880",19.6696796742288,0.0100333212657692,0.0443345967894879,4.29790155803687
"6388","FUN_012026",0.214893684260066,0.0102019108121779,0.0448915345453164,-2.21830501240355
"3397","FUN_006108",14.4621617883756,0.0109416863386693,0.0469700679998798,3.8542113157974
"5495","FUN_010416",0.0316278530550812,0.0111555811058631,0.0475176243807195,-4.98266056284489
"3897","FUN_007002",0.218364469932481,0.0111658949036795,0.0475176243807195,-2.19518996034281
"8420","FUN_015746",18.4312852666676,0.0116040911755596,0.048770817984236,4.20408477264899
"5162","FUN_009851",0.0298759414814254,0.0117407846217774,0.0491869147076068,-5.06487201227358
"5906","FUN_011133",4.51681906025421,0.011769633279088,0.0492287545808007,2.17530712185548
"4809","FUN_009188",14.4598442361408,0.0118834534685583,0.0494747644366797,3.85398010630795
"1128","FUN_002113",0.0574124821601979,0.012120981066526,0.0500861404972548,-4.12249175961761
"1513","FUN_002733",0.0777128352107199,0.0121217415379691,0.0500861404972548,-3.68570329300026
"2388","FUN_004205",8.3926245709606,0.0124308129531109,0.0509065195726246,3.06912204587258
"5097","FUN_009766",21.0853463703259,0.0125109646230259,0.051154492427307,4.39816881594226
"1009","FUN_001932",0.0639302969926115,0.012871835301096,0.0522480406467506,-3.9673563937779
"5500","FUN_010421",0.0676005190049098,0.0130727885387101,0.0528445711193082,-3.88682186689248
"3572","FUN_006429",0.0136164339251761,0.013228391720052,0.05325544379273,-6.19850727145397
"1364","FUN_002537",0.0401056310634626,0.0136323077325278,0.0543211040945,-4.64005137611239
"1340","FUN_002490",0.198785483928132,0.0137217422234698,0.0545206038998031,-2.33071568521815
"177","FUN_000232",0.166263425645444,0.0145276799062269,0.0565647606493073,-2.58845725304008
"5634","FUN_010671",0.0530860639926527,0.0146857334638687,0.0569110976947689,-4.23552301137179
"6797","FUN_012678",0.233882391591404,0.0148661292315491,0.0573836803021671,-2.0961448459376
"1336","FUN_002482",0.0387972595243753,0.0153722804243748,0.0586002705564043,-4.68790143968772
"8649","FUN_016152",0.145206989707005,0.0154241410519538,0.0587122141160905,-2.78381719408176
"3563","FUN_006406",0.070994225296504,0.0154445078418642,0.0587326354549767,-3.81615450987454
"5498","FUN_010419",0.0860150976142172,0.0156877454455912,0.0593406023376709,-3.53926628180307
"7629","FUN_014141",6.21735610731328,0.0157593074772611,0.0595250253482654,2.63630121351291
"2894","FUN_005125",0.105310652675918,0.0159767973216383,0.0602013104082905,-3.24727671564253
"8410","FUN_015729",13.0821050735038,0.0167988556714811,0.0623684399752001,3.70952280198847
"5499","FUN_010420",0.0899423047549374,0.0170667248042915,0.0631533342238197,-3.47485633650033
"8297","FUN_015432",33.1204448706482,0.0171733316232316,0.063398013488875,5.04965014599657
"1806","FUN_003237",0.156669045112688,0.017628923194507,0.0642116786137957,-2.67420793660824
"1087","FUN_002031",9.73196045473906,0.0177193247294571,0.0642920818496985,3.28273045798002
"2169","FUN_003828",0.200161897497944,0.0180687693221417,0.065227507511466,-2.32076072372274
"8307","FUN_015453",0.0716773629260088,0.0182784512456089,0.0657019580485797,-3.80233862943772
"1160","FUN_002162",0.0662122280387448,0.0184001403301,0.0659256637722042,-3.91675851199056
"1804","FUN_003234",0.0657111548387864,0.0187172680923648,0.0666593187400139,-3.92771789282559
"5090","FUN_009759",0.044101280538717,0.0188412267647495,0.0669967327738369,-4.50303564283467
"8236","FUN_015332",4.48917143382926,0.0189301863686964,0.0670997552136227,2.16644919137771
"5091","FUN_009760",0.0242569655732001,0.0193961232526088,0.0681344302682488,-5.36545710206578
"3663","FUN_006564",18.6172865338486,0.0199749684320933,0.0695437984985731,4.21857091056441
"4760","FUN_009118",20.7047354767733,0.0201037169811276,0.0698003249280226,4.37188886587406
"5506","FUN_010431",0.0366078943818526,0.0203051050537975,0.0703491029076257,-4.77170139488728
"5547","FUN_010494",5.67428948775513,0.0204847984438998,0.0707927859867609,2.50443975510558
"3197","FUN_005772",0.0848630540941017,0.0210646582317154,0.0720475780720698,-3.55871958977995
"1339","FUN_002489",0.0193588541220323,0.021384321486801,0.0726402697830708,-5.69086262979583
"2045","FUN_003632",0.223339362363807,0.0219397234492609,0.0739191198828368,-2.16269055406066
"1500","FUN_002714",0.211457534867006,0.0225722228384697,0.0753690852133125,-2.24156012604778
"4761","FUN_009119",8.71817156579848,0.0242779737541813,0.0792513007728753,3.12402559491595
"171","FUN_000226",0.240796295903499,0.0260787239035518,0.0833787089050205,-2.05411489515999
"2817","FUN_004978",0.0811548002031739,0.0265762091975523,0.0844565618044517,-3.62317975890165
"7037","FUN_013096",0.210328606271552,0.0267792381840553,0.084999633706455,-2.24928301410224
"2848","FUN_005031",0.097935400306889,0.0271960005907083,0.0860035075223125,-3.3520257506228
"8800","FUN_016496",15.9217021969007,0.0274709027635671,0.0867327292898107,3.99292267824065
"3664","FUN_006565",23.4198394973808,0.0288413818401152,0.0897924532040167,4.54965928357336
"3215","FUN_005828",0.195786426049832,0.0317124336269849,0.0959728488918324,-2.35264734909503
"6695","FUN_012508",0.116705238411627,0.0323543267886884,0.0972119642192749,-3.09905877582271
"2299","FUN_004070",0.178602006452537,0.034691848120594,0.10208086087345,-2.4851798067974
"4636","FUN_008667",4.51565174014468,0.0378609593985206,0.108949398048665,2.17493422567242
"2576","FUN_004543",8.2359036180102,0.0381629267177634,0.109336156677676,3.04192694669766
"856","FUN_001488",12.7167225602088,0.038490919466588,0.109999535699756,3.668654992287
"214","FUN_000291",0.114322531807793,0.0398323840297231,0.112961813456259,-3.12881832279777
"1614","FUN_002934",11.697649461575,0.0413084262258125,0.115714450172089,3.54814675710518
"929","FUN_001646",0.175829377819436,0.0434334618390658,0.119471422274109,-2.50775195675252
"6875","FUN_012832",0.114344151956525,0.0464407870726422,0.125057924750715,-3.12854551277632
"1950","FUN_003469",0.181695591425014,0.0482797280594578,0.128450652635255,-2.46040467975359
