"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FUN_011641",3603.85952890486,0.948917549306412,0.0974401390268589,9.73846670153916,2.06648754909524e-22,4.62731766657561e-20
"FUN_002059",508.772352723192,-3.53142284976373,0.362759538105596,-9.73488627812666,2.14056990026378e-22,4.71946265241234e-20
"FUN_002347",455.124129346094,1.31179533104666,0.13488356361844,9.72539052094942,2.35001906518682e-22,5.10274594290794e-20
"FUN_001563",2332.2648594546,1.64463782240218,0.169213496939605,9.71930639190783,2.49475034300103e-22,5.33615927843997e-20
"FUN_010492",140.47337332274,-8.15528980839876,0.840865259817203,-9.69868800403486,3.05400343519275e-22,6.43631223966871e-20
"FUN_001618",2270.41533579413,3.729039461667,0.384775232356518,9.69147478341802,3.27761181443375e-22,6.7102078446643e-20
"FUN_007232",5679.2634617435,2.56596651239038,0.264763272227881,9.6915500809412,3.2751959284999e-22,6.7102078446643e-20
"FUN_005315",193.609930646371,2.55788016913716,0.264244701487022,9.67996767671343,3.66831949276155e-22,7.40432206348814e-20
"FUN_009385",2298.1405118781,1.33711651188835,0.13848580376059,9.65526050742291,4.66970884018427e-22,9.29466630398345e-20
"FUN_000674",998.909458476387,3.05375946610163,0.316423668721232,9.65085664559431,4.87467954917337e-22,9.56973049578132e-20
"FUN_005924",679.411229190238,4.02983788407175,0.418933028113245,9.61928903581796,6.62877390772828e-22,1.28374268745478e-19
"FUN_008868",3062.15371073678,-3.15491338602713,0.329488655237039,-9.57518061967092,1.01679423867468e-21,1.94289043125958e-19
"FUN_009171",5468.01314395745,0.695572410375152,0.0726859136446454,9.56956273227493,1.07358767219999e-21,2.02441906977606e-19
"FUN_012629",287.050523371833,4.88912620149489,0.513962913834873,9.51260503411668,1.85946617328501e-21,3.46078048433084e-19
"FUN_007611",1112.00956160504,1.4569209213945,0.153356860503991,9.50020049058442,2.09486579876955e-21,3.84891304643159e-19
"FUN_003553",1021.66324743858,3.31338818797074,0.348845050999056,9.49816595787024,2.13619363174617e-21,3.87516340969043e-19
"FUN_013139",156.264852223392,-10.4030875023311,1.10017832156141,-9.4558193871396,3.20501795948288e-21,5.74138904716864e-19
"FUN_012014",297.733450677148,-2.68924303525424,0.284726053834135,-9.44501916505624,3.55339286596482e-21,6.28687322989406e-19
"FUN_013013",1175.43711231542,2.26142278465247,0.240498201087779,9.40307567551027,5.29909474495962e-21,9.26113741341662e-19
"FUN_004781",494.764566498567,4.03990706665792,0.430864235204109,9.37628778760003,6.83363900219096e-21,1.1799142233783e-18
"FUN_006173",400.94359064759,4.63297102841304,0.496332378149682,9.33441224544864,1.01553118927784e-20,1.73256874685009e-18
"FUN_014977",151.96618650865,3.80208444567932,0.408100270715436,9.31654477713022,1.20190616391307e-20,2.02641379235743e-18
"FUN_006769",19495.1343267741,1.58968380870656,0.170991878821727,9.29683807009301,1.44684336877232e-20,2.41101306021815e-18
"FUN_014664",1424.9702235306,-1.94484723813106,0.209340948899813,-9.29033353652101,1.53805586108867e-20,2.53354925807606e-18
"FUN_012690",100.008855842154,-8.06836312390283,0.86882054216689,-9.28657039321359,1.59339860001991e-20,2.59488583373697e-18
"FUN_008692",689.994221279947,0.669043536797383,0.0721039695984164,9.27887244660211,1.71281492633627e-20,2.75801693363203e-18
"FUN_010397",6934.82617886368,0.598458408949421,0.064681681211467,9.25236323083271,2.19583063656595e-20,3.49649431695852e-18
"FUN_013042",814.838738121445,1.99082734044018,0.215514160532852,9.23757091189703,2.52156443686366e-20,3.97104834557067e-18
"FUN_012956",217.371417850859,2.5538758001759,0.276671162079794,9.23072640089373,2.68802714457357e-20,4.18718663140042e-18
"FUN_008547",169.026828626915,-1.71399504765213,0.18632864690898,-9.19877365121103,3.62058077373605e-20,5.57919817939908e-18
"FUN_015615",514.711239961375,-1.28936568031595,0.140916813057379,-9.14983565368411,5.70202277360032e-20,8.69315833707088e-18
"FUN_012157",1480.85554452962,-3.94411438374906,0.431289697468567,-9.14493067397353,5.96681221955597e-20,9.00109325457438e-18
"FUN_001295",399.055905078546,3.07233913702672,0.337083510781354,9.11447471846098,7.90524871747275e-20,1.18010541010523e-17
"FUN_013169",10457.2933467526,1.60076601440608,0.176422387272649,9.07348573586751,1.15269095288621e-19,1.70301175730024e-17
"FUN_001469",41.4227106917583,3.9046899964318,0.430500917384031,9.07010842197254,1.18898644751908e-19,1.73871069177509e-17
"FUN_014848",134.681213947157,3.46502957082476,0.382897165577284,9.04950436392137,1.43618732588823e-19,2.07898995629336e-17
"FUN_000405",1673.29833244589,0.925259300990397,0.102446055001665,9.03167331309496,1.69066491735292e-19,2.42289189305846e-17
"FUN_002453",742.567673662183,3.63697958676891,0.403947461335459,9.00359560311376,2.18443630287808e-19,3.09952046104413e-17
"FUN_000822",1136.7591379134,-3.46163802314977,0.385864197450782,-8.97113037700605,2.93486819058715e-19,4.12348980777494e-17
"FUN_013855",7488.94754621753,1.57369936667052,0.17582771208955,8.95023513625104,3.54725931819963e-19,4.93551196981737e-17
"FUN_002868",3352.60790559052,2.81799120754374,0.315827228593839,8.92257206603215,4.55582265523124e-19,6.27783600693451e-17
"FUN_015137",399.18882459755,1.59603798004612,0.17928208374147,8.9023841464697,5.46597163847322e-19,7.46027043342474e-17
"FUN_010721",251.141929492808,6.16062308666936,0.693521999147978,8.88309685091165,6.50243043684841e-19,8.79116326325232e-17
"FUN_001270",2418.11303806258,1.07373751638696,0.121235829154898,8.85660224268431,8.24902274501761e-19,1.10482939213876e-16
"FUN_016443",564.830097849449,2.71856126846273,0.307655324751389,8.83638620803833,9.88645849190571e-19,1.31187811710649e-16
"FUN_004990",241.477335453306,-2.81326526436413,0.318877371691306,-8.82240483055522,1.12027397316426e-18,1.47290333113917e-16
"FUN_000540",476.575362462211,2.62437313461573,0.299684547991878,8.75711861756335,2.0030483502094e-18,2.60960780971372e-16
"FUN_007691",4843.96208746568,2.14716877937874,0.245533696541131,8.74490471013232,2.23203936167247e-18,2.88174379208362e-16
"FUN_007928",237.834451513318,1.79565677223445,0.205464834776711,8.73948466259873,2.34176173119883e-18,2.99640958659022e-16
"FUN_010002",333.270294106081,-1.10288312419741,0.126307656829301,-8.73172024470307,2.50828013938034e-18,3.18107634313802e-16
"FUN_010288",701.834338599276,4.55378445619142,0.522013159427525,8.72350509551407,2.69719947860119e-18,3.39066366033628e-16
"FUN_003300",863.023271983104,-4.07191081681039,0.468616145221314,-8.68922434349192,3.64922400165682e-18,4.54756775371685e-16
"FUN_007919",338.956069528749,2.06864961567031,0.238201485870094,8.68445302981219,3.8056916765774e-18,4.70166960491644e-16
"FUN_000128",2936.96856407467,0.713977873883474,0.082497600569338,8.65452896758357,4.94951467028082e-18,6.06252091793114e-16
"FUN_012071",45347.7144740922,-2.28390584457457,0.264490619189406,-8.63511095998089,5.86700605769308e-18,7.12542913667793e-16
"FUN_002535",11579.6571800093,0.593205066710541,0.0689331900007817,8.60550725570387,7.59799934270462e-18,9.15016206557142e-16
"FUN_010759",309.51102901429,-3.46611411997703,0.40344725482767,-8.59124477487783,8.6032133237185e-18,1.02743875118508e-15
"FUN_010952",7061.56858906986,5.1166150132005,0.596186253469929,8.58224251803984,9.30412226693745e-18,1.10196178683868e-15
"FUN_014838",813.978759568745,2.56139269580391,0.299049263963261,8.56511954538225,1.07963773321215e-17,1.26822035693961e-15
"FUN_014715",2906.04213812182,4.08021321311624,0.476467116782483,8.56347283873305,1.09517678138425e-17,1.27601450845673e-15
"FUN_002485",86.4764390855026,-8.39293632374029,0.98260866027126,-8.5414841768475,1.32508744901694e-17,1.51918625854894e-15
"FUN_007266",4727.89822318816,-3.69778813711055,0.432878762495586,-8.54231821351655,1.31555557454488e-17,1.51918625854894e-15
"FUN_008022",94.671192015286,3.07306526179044,0.359849263649814,8.53986813984699,1.34375086591364e-17,1.52835663963559e-15
"FUN_003883",3030.83138418663,0.843721171363366,0.0989641804468265,8.52552072430588,1.5212389941156e-17,1.70479677525369e-15
"FUN_012035",171.450669246504,4.84395100244112,0.56817794919822,8.52541181733051,1.52267104341967e-17,1.70479677525369e-15
"FUN_001759",1833.56013838543,-2.71745831973722,0.318840880253438,-8.5229294235331,1.55567589540464e-17,1.72824738426697e-15
"FUN_012929",3793.30891454396,0.930619507672448,0.109244954649097,8.51864976887648,1.61424190685077e-17,1.77951544362141e-15
"FUN_009348",1171.29944989953,1.93869274126463,0.227740431844908,8.51272971408472,1.69885757729612e-17,1.85849831604814e-15
"FUN_006661",255.50423315354,1.48419927086929,0.174610940607633,8.50003594107212,1.89532004756904e-17,2.05771451528121e-15
"FUN_007375",3708.00108622289,3.78503791726209,0.446116850275454,8.48440921907574,2.16817461816864e-17,2.33624890623871e-15
"FUN_000823",2878.41531156473,-5.29122185497781,0.624612711438371,-8.47120424877854,2.42868947335479e-17,2.59742901810802e-15
"FUN_004647",1109.72210784725,0.687866278811908,0.0812248137415032,8.46867166726947,2.48207228253997e-17,2.63485762082077e-15
"FUN_011248",416.57903088038,2.03508638616857,0.240650832568985,8.45659399738496,2.75300362606216e-17,2.900977570963e-15
"FUN_015188",725.485211870165,-0.912603273797556,0.10801040336992,-8.44921642105178,2.93264400067844e-17,3.06771687399435e-15
"FUN_008000",1369.78041305184,1.04726435106452,0.124242178335739,8.42921755794156,3.47984099155514e-17,3.6137392210128e-15
"FUN_003030",524.580055054985,2.02855669631559,0.24077968357185,8.42494958969517,3.60905596545693e-17,3.7209626648175e-15
"FUN_006448",263.641004573923,2.98181189926663,0.355060171452161,8.39804669465266,4.53966683223671e-17,4.64699752662745e-15
"FUN_010175",3486.77115784757,1.00510833700616,0.119880270081016,8.38426820632708,5.10422933898883e-17,5.18785181964886e-15
"FUN_002448",139.958338243376,-2.1973358871759,0.262349040110674,-8.37562007564021,5.49338609151796e-17,5.54406451250309e-15
"FUN_003946",390.948897684327,1.42567182160433,0.170573831558288,8.35809226174972,6.37405900858357e-17,6.38787689874204e-15
"FUN_002467",3004.89168812447,-9.16294181962796,1.1004541320615,-8.32650953153572,8.32608414455941e-17,8.28618832470006e-15
"FUN_001235",73.1988435892145,-2.81669607588718,0.338393301926757,-8.32373471888883,8.52342474513516e-17,8.42408276017462e-15
"FUN_006418",144.880788974608,1.55714236670776,0.187495383583885,8.30496376467373,9.98499148144852e-17,9.80102143292046e-15
"FUN_004167",1153.17593904023,1.89998974701559,0.228925345667132,8.2996041415976,1.04458867165251e-16,1.01836736418042e-14
"FUN_001298",2652.43811706163,3.66939586081384,0.442373711133072,8.29478734487917,1.08779626474111e-16,1.05332488310844e-14
"FUN_014051",2000.55738292292,1.70542059067335,0.205740562302933,8.28918017713149,1.14031695982462e-16,1.09677062760045e-14
"FUN_012923",143.474968575945,-1.40652954752742,0.169709713044782,-8.28785531654438,1.15308722076001e-16,1.10165953071411e-14
"FUN_011879",651.89076611561,2.71757163375309,0.328922351953112,8.26204609573167,1.43196381033937e-16,1.35903797125652e-14
"FUN_002551",261.49074626577,3.45560157590178,0.418458242699502,8.25793645169817,1.48212421369942e-16,1.39738961227147e-14
"FUN_000463",293.631822716122,5.14504987458665,0.624104275994716,8.24389460621194,1.6669399762945e-16,1.56136711112918e-14
"FUN_007878",1044.96640726489,-2.89444860006897,0.351412302801907,-8.23661715025552,1.77148215767538e-16,1.64851368841857e-14
"FUN_002466",5028.67747221529,-8.3861465402179,1.01833971612941,-8.23511683516835,1.79382484294496e-16,1.6585357305964e-14
"FUN_002262",747.499162146407,1.21466084584523,0.147758821058736,8.22056400519318,2.02548352875534e-16,1.86071823401236e-14
"FUN_013316",166.397907606937,3.33882050949155,0.408515125730402,8.17306459221535,3.00652910769661e-16,2.74436742945223e-14
"FUN_004881",555.278257911034,-3.52493461277424,0.431911413147744,-8.16124442529716,3.31590386209539e-16,3.00760874985373e-14
"FUN_001253",711.65326613242,-1.55033348946619,0.190122224517684,-8.15440432279385,3.50905082739923e-16,3.12349114332039e-14
"FUN_003528",169861.801089496,0.764497682310033,0.0937448083842624,8.15509355116859,3.48909694532729e-16,3.12349114332039e-14
"FUN_009413",1988.09829803878,4.1195323510339,0.50515636180588,8.15496480398071,3.4928157978369e-16,3.12349114332039e-14
"FUN_000279",549.829518349725,2.9947866587397,0.367921554234332,8.13974235614448,3.96119924146612e-16,3.50419421786735e-14
"FUN_005058",8180.52347583407,0.996429252996314,0.122814855341216,8.11326325490459,4.92781523973854e-16,4.33254725157626e-14
"FUN_009658",601.481932719863,-2.28713735961136,0.282049614773676,-8.10898948203358,5.10424643540013e-16,4.46030217473898e-14
"FUN_010247",2313.93216256174,2.30074260153103,0.284307285114464,8.09245039431451,5.8476219494659e-16,5.07892546410883e-14
"FUN_006361",565.182834153697,0.985377087632487,0.121862875401063,8.08594975614606,6.16816128824696e-16,5.32505538685947e-14
"FUN_009656",998.020312064467,-2.49803780505333,0.309888887819239,-8.06107577019818,7.56259333059395e-16,6.48979191740969e-14
"FUN_008979",1562.31671284333,-1.04541418198568,0.129728530325291,-8.05847549004314,7.72518073682897e-16,6.58985506782714e-14
"FUN_011139",88.5135068670276,3.19034765285715,0.39632366061579,8.04985412150294,8.28927784083669e-16,7.0292095110669e-14
"FUN_000228",450.378664378726,4.70209551388481,0.584319464554394,8.04713140519914,8.47571644364304e-16,7.14502896199108e-14
"FUN_010000",3564.93127802027,4.43331740950204,0.550979297310776,8.04625043289324,8.5369212508192e-16,7.15453909037953e-14
"FUN_014334",354.931840819362,3.03558584504014,0.377426075222611,8.04286201807789,8.77641334079117e-16,7.31248718528362e-14
"FUN_008046",19234.1921502375,1.97060566423315,0.245757008110378,8.01851259252017,1.07033312324427e-15,8.86644161226223e-14
"FUN_011167",372.928971326544,-1.77590834385253,0.221644625961106,-8.01241327711761,1.12479149476073e-15,9.26401546633105e-14
"FUN_001746",92.8295668323671,2.21146865604742,0.276236765933226,8.00569992403544,1.18789071062518e-15,9.72780672798258e-14
"FUN_000407",475.818607363648,1.50545539253669,0.188204217643228,7.99905236656559,1.2538039031889e-15,1.02092407594319e-13
"FUN_009133",230.136646678209,1.26691084628218,0.158438027166454,7.99625486974272,1.28260746059813e-15,1.03847726089445e-13
"FUN_014173",2268.28075619933,0.998996273506634,0.124957114280465,7.99471306022958,1.29875981937323e-15,1.04564758266504e-13
"FUN_010349",1959.92670888092,-1.6295585731244,0.203881359911235,-7.99268051691369,1.32035973847526e-15,1.0570991850329e-13
"FUN_000518",1982.92737505378,1.38238458460611,0.172981511638521,7.991516385259,1.33288998213618e-15,1.06120257411075e-13
"FUN_004631",1041.80927442894,2.24953135961632,0.281596851175183,7.98848193873048,1.36610475995956e-15,1.07746366721068e-13
"FUN_008447",4901.99395053859,-0.930968636947868,0.116541822798971,-7.98827935404565,1.36835103923204e-15,1.07746366721068e-13
"FUN_008676",190.338972523546,2.20010840015696,0.275460259525928,7.98702652768636,1.38232354442691e-15,1.08251796257825e-13
"FUN_003865",5137.23451701852,0.812075813673826,0.10174795563003,7.98124943784272,1.44859390198122e-15,1.12824995702679e-13
"FUN_000925",335.376788081248,1.65213168943154,0.207034491458809,7.97998284145924,1.46353634275839e-15,1.13056678981719e-13
"FUN_008160",758.404485432999,2.9641733434104,0.371466031446352,7.97966191382023,1.46734647202566e-15,1.13056678981719e-13
"FUN_002468",814.983209855698,-5.3995335020128,0.677166039609599,-7.97372163720103,1.53966113972954e-15,1.17994030981091e-13
"FUN_000510",882.251010735402,1.14075662616656,0.143116393062943,7.97083130557133,1.5761053277689e-15,1.20144497086468e-13
"FUN_015403",612.616510048367,-1.42460318393382,0.179122935813312,-7.95321479890539,1.81732849399259e-15,1.37799654219089e-13
"FUN_005171",886.536918037952,2.01560300896682,0.25346754680842,7.95211471585467,1.83354347367736e-15,1.38297429059317e-13
"FUN_005726",327.666641423952,-1.25861310455721,0.158774920967809,-7.9270271204379,2.24454284270702e-15,1.68411222402274e-13
"FUN_012559",803.660126265097,3.07931085794477,0.38850674121907,7.92601654293668,2.26287460958728e-15,1.68902375156226e-13
"FUN_015087",412.43529330734,-0.989148305426416,0.124857351927287,-7.92222716690694,2.33293585515152e-15,1.73229553057909e-13
"FUN_005347",2308.2084784309,1.3301365404458,0.167964326609618,7.91916097480212,2.3911861048737e-15,1.76639629221366e-13
"FUN_015388",538.207751063403,4.85673876168432,0.61424481542217,7.90684534853793,2.63993247207001e-15,1.94014729524284e-13
"FUN_005294",25448.4243298016,-4.13519771086876,0.523310895647479,-7.90199047117563,2.7448440639987e-15,2.00695715720231e-13
"FUN_010066",754.834802009672,1.38359513929859,0.175474426405501,7.88488196052719,3.14832974326492e-15,2.29029002795581e-13
"FUN_002227",511.508419277604,1.08048480732825,0.137112897495886,7.8802565408602,3.26709603763361e-15,2.36468451087511e-13
"FUN_015244",885.703800524777,1.26704260174729,0.16085807485682,7.8767733784896,3.35943420201146e-15,2.41929907281539e-13
"FUN_010905",102.740255080369,-4.54644905554608,0.578523616738174,-7.85870952197219,3.88111098382e-15,2.78101007545622e-13
"FUN_015032",139.301672268515,1.32043926373084,0.168753171582393,7.82467820515091,5.08957098827937e-15,3.62878815089709e-13
"FUN_010537",3827.09639736112,0.806868077370226,0.103149739825869,7.82229871575375,5.1867348963355e-15,3.67975731680119e-13
"FUN_002855",269.609232140759,5.17909183615883,0.662173399681298,7.82135289434989,5.22586164352908e-15,3.68925237504509e-13
"FUN_003710",4385.55445455231,3.42794230119661,0.438634040159033,7.81503938899444,5.49458447671938e-15,3.85994559489537e-13
"FUN_012856",1179.17908445642,-1.75213950007841,0.224396546006889,-7.80822847435729,5.79973803825094e-15,4.05444125981338e-13
"FUN_012028",227.616555295019,4.40590629154574,0.564400096122017,7.80635283696556,5.8866632995081e-15,4.09523163811896e-13
"FUN_005731",835.305575641365,1.63856533313306,0.209963615948984,7.80404417083001,5.99541925528074e-15,4.15074170760523e-13
"FUN_001617",315.178094519413,3.28718563164637,0.42132957799714,7.80193417056677,6.09654494791961e-15,4.20046084849211e-13
"FUN_004200",121.422328548067,3.0273878975966,0.388439614482001,7.79371563745818,6.50668901182058e-15,4.46159618317707e-13
"FUN_006580",508.772486735618,3.10112997647382,0.398005629007401,7.79167366101788,6.6127345548231e-15,4.49133170166682e-13
"FUN_015855",66.4004088562321,2.52242611962136,0.323714971517676,7.79212066650932,6.58937583312253e-15,4.49133170166682e-13
"FUN_009099",289.395157777578,1.70410259028842,0.218748573586935,7.79023406802317,6.68851721954291e-15,4.51874914949108e-13
"FUN_014417",1740.62663235733,1.39971232873587,0.17968728165707,7.78971286018559,6.71616473966646e-15,4.51874914949108e-13
"FUN_002209",338.139614033934,-2.22821621872936,0.286218924282745,-7.78500661447595,6.97095603124024e-15,4.64816174000198e-13
"FUN_005204",372.712395480152,-1.71514954589665,0.220315705059122,-7.78496269903405,6.97337781104197e-15,4.64816174000198e-13
"FUN_007533",20586.0850571892,0.499899455674606,0.0642240420389875,7.78368099863818,7.04442493886244e-15,4.67378026846471e-13
"FUN_006020",926.140578002745,2.27017762203816,0.291967753192022,7.77543957241436,7.5185863440747e-15,4.96538529478961e-13
"FUN_009654",2991.5113302256,-2.57245235506479,0.330932226571541,-7.77335100215353,7.64365521471236e-15,5.02482673770839e-13
"FUN_009116",174.030719585639,4.0683993627434,0.523420818180282,7.77271216855215,7.68231750740364e-15,5.02718229217358e-13
"FUN_009542",1149.47605272878,1.04992200524023,0.135143541306896,7.76893956667878,7.91459153826279e-15,5.15563687885655e-13
"FUN_014983",859.686923277724,3.62289169899196,0.466968849552551,7.75831557600342,8.60647806618232e-15,5.58097000753207e-13
"FUN_007313",444.413450143525,-1.39967318779522,0.180538426498592,-7.75277161178836,8.99082375467151e-15,5.80394122649538e-13
"FUN_004161",217.314700410412,-1.7966275806395,0.232373557736329,-7.73163520902026,1.06173826024006e-14,6.82321569843065e-13
