"","logFC","logCPM","PValue","FDR"
"FUN_004477",-2.59952024692962,5.89732971330507,3.08662719992138e-09,1.73221008273274e-07
"FUN_002297",-2.58718225777857,-1.70205015253093,0.00605228894476581,0.0430121068335241
"FUN_011423",-2.57697907311523,5.74077407484678,5.87814876672595e-09,3.08228333594228e-07
"FUN_002573",-2.5728112461556,3.91569694971766,1.14624215668916e-09,7.07596124090704e-08
"FUN_012014",-2.56042052165715,3.47711049695194,1.19994460443231e-12,1.46814843899055e-10
"FUN_015501",-2.55894683654921,8.78772968436079,9.434062857232e-06,0.000175994516022071
"FUN_007511",-2.55855999032653,-0.520066636812625,0.002607616667085,0.0215413880509011
"FUN_013368",-2.55536368034346,5.00827191594773,7.03967078148805e-06,0.000136775062780242
"FUN_013038",-2.54229098919388,-1.43453241735943,0.00237594779112502,0.0199202656048807
"FUN_008651",-2.53702635518429,6.73720741894816,2.24672921825185e-07,6.96639943220966e-06
"FUN_007572",-2.53138229339127,3.8777325905892,8.92075326801244e-05,0.00120430169118168
"FUN_005044",-2.52831809652209,-1.80852056262382,0.00501350578474717,0.0369643985139258
"FUN_001425",-2.5260522685261,5.95655580620743,0.000157864871140989,0.00196513548576147
"FUN_008817",-2.51961523804763,4.83796228063758,2.0262170004378e-05,0.000340569963897843
"FUN_015354",-2.51714575290187,5.0051727603552,5.33773699883638e-08,2.10121177336803e-06
"FUN_001235",-2.51683296624652,1.41116177684494,4.75771284135018e-06,9.82308059679438e-05
"FUN_005021",-2.48671381788401,2.00587846805505,0.000354977891155315,0.0039451348116042
"FUN_003017",-2.47586563959211,6.09647834626858,7.4543898468638e-12,7.84791228761685e-10
"FUN_001497",-2.47459389054128,-1.07569647055945,0.00436953420060338,0.0328950354647419
"FUN_011400",-2.46617569276862,0.524817416932794,0.00113415833037124,0.0107440072789844
"FUN_012627",-2.46193808326313,5.30263349284062,0.00431358232904965,0.0325459786726796
"FUN_015015",-2.46074807957388,5.69029181254064,5.54772163996611e-05,0.00079903905910432
"FUN_002444",-2.45609966276402,2.38297012607316,0.00352642314635548,0.0275718783826446
"FUN_003328",-2.45593444753194,1.6662291073964,6.28039971956338e-06,0.000123973995045625
"FUN_003632",-2.45047861490654,2.00446609180673,0.0024882791279214,0.0206813456770505
"FUN_010783",-2.44591995757911,3.14677290492494,3.99760424094932e-07,1.16524258922212e-05
"FUN_001348",-2.42016262595886,-1.06593955347201,0.00120311836225799,0.0112764323518466
"FUN_000874",-2.40768447421566,2.76777295957762,0.000146499840900913,0.00184053130367743
"FUN_003558",-2.40523018762445,-1.09235197567463,0.00230191668316359,0.0195145633421004
"FUN_003606",-2.40385943864631,3.36264100520819,1.04916630310247e-05,0.000192290520410724
"FUN_005881",-2.40230923447009,5.75208098589254,6.62117765499458e-13,8.48322771061145e-11
"FUN_008734",-2.40137065987546,9.94542769711712,0.000155531134479721,0.00193964034652809
"FUN_000264",-2.39237929697525,1.39393140333369,0.000190362856536608,0.00231451920736228
"FUN_010715",-2.38673836445522,1.56776321915051,6.79560879349886e-05,0.000945606178529795
"FUN_012641",-2.37260340157668,3.84465004726244,2.97918122213319e-11,2.69735067851939e-09
"FUN_007310",-2.35882662608183,2.1828187902171,9.36771226566657e-09,4.49550884381688e-07
"FUN_003301",-2.35506312078916,5.43630711783161,3.34139499600989e-06,7.26071767052966e-05
"FUN_002138",-2.35375306216598,8.05609196320738,0.00015059358126544,0.00189021388832343
"FUN_009652",-2.34778919953803,5.42854554196462,4.5993658989707e-08,1.8317885124317e-06
"FUN_005950",-2.33971136137083,1.70117897437889,0.000221032272606828,0.00263745957467674
