"","logFC","logCPM","PValue","FDR"
"FUN_000945",-4.01801821361747,4.00909590304227,2.94385043186223e-08,1.33328195860588e-06
"FUN_004073",-4.00549792815612,4.12502382937756,0.00235803975941157,0.022123016607737
"FUN_007107",-3.99585104378874,-0.957325654738564,5.97071648802785e-07,1.79005277645578e-05
"FUN_012157",-3.9907145501194,6.07760162084287,1.27828218824502e-15,4.80256428497238e-13
"FUN_004068",-3.97641499269136,1.61943908137009,3.20614657845665e-05,0.000559670634513906
"FUN_001231",-3.95135337848264,0.627207879590773,0.000173597664962092,0.00238946128183875
"FUN_012579",-3.93671136498104,5.63504524430939,1.65961116000847e-07,5.90000690023655e-06
"FUN_009752",-3.91598249462623,0.476691239957102,5.86108098149103e-10,4.41649258819439e-08
"FUN_009657",-3.91131559359568,-1.65703233443879,2.46213087797952e-05,0.0004487484624463
"FUN_001443",-3.90192773618936,-0.195220516494784,3.55585911914772e-11,3.72037386700196e-09
"FUN_011295",-3.88178112159498,-2.16932268527054,0.000207747443577231,0.00281267239129828
"FUN_003240",-3.86695721873353,2.88065461489336,0.000334324894053558,0.00419008705352491
"FUN_008629",-3.84302932091703,5.2039801214815,5.37124367957266e-05,0.000864576721197816
"FUN_007944",-3.82858049509986,3.81073839997962,4.59617978948853e-06,0.000104510932737324
"FUN_015181",-3.77530144893419,5.59082341818389,1.57317492574756e-19,1.04024618790131e-16
"FUN_013367",-3.76805724914744,5.46538653775266,2.20395606753127e-05,0.000405719351362578
"FUN_008818",-3.76393571385225,4.31601007884553,0.000381909687940009,0.0046868034679513
"FUN_007266",-3.74352271300161,7.75106058663651,3.41594613115702e-13,6.13793537979964e-11
"FUN_002147",-3.71391546688024,6.08615552876877,6.37612103156854e-06,0.000138506776311248
"FUN_015845",-3.71002170147023,-1.78839450923069,2.93737747265119e-06,7.12717812691334e-05
"FUN_001631",-3.69203870656092,2.0186930086599,1.85330709498165e-06,4.75061796017527e-05
"FUN_002089",-3.68952755812317,9.24631686681541,0.0018683729744282,0.0182111283256324
"FUN_002102",-3.68889551383484,5.20203585388174,3.01486269506996e-05,0.000531896427024562
"FUN_008829",-3.68605995771906,5.19101397392188,2.95489684227849e-12,4.00388522128735e-10
"FUN_011811",-3.6812339724878,7.65474450907036,4.00312542862415e-09,2.48144890558626e-07
"FUN_015912",-3.64064027177356,1.09064822096073,7.265464625432e-09,4.12733318635795e-07
"FUN_000942",-3.63819668914595,5.24362851721401,5.51698491525846e-07,1.6703530702223e-05
"FUN_015800",-3.60622883786665,6.61353815545622,1.40924664374402e-10,1.23916256743257e-08
"FUN_013728",-3.59978518895181,3.9716934682764,7.58396294924852e-06,0.000162397009733196
"FUN_002784",-3.594232035426,3.88793003303752,5.65874504424512e-26,7.19574725587816e-23
"FUN_004881",-3.57735187376352,4.66749737019076,8.58372305168072e-16,3.4609152626179e-13
"FUN_011765",-3.57091597194477,-1.03210460127197,3.42130863535638e-05,0.000591607249488246
"FUN_002059",-3.56670325941242,4.53956154717755,1.48807389509188e-19,1.0249728983235e-16
"FUN_016260",-3.56370008733639,0.892388246968011,1.79822432878746e-05,0.000338956059055707
"FUN_002473",-3.54748789565329,-1.55608155558097,6.19585240256903e-06,0.000135123530431225
"FUN_000822",-3.51656306717719,5.69539010386168,4.18460673251045e-15,1.3563869391202e-12
"FUN_008903",-3.50988398514945,0.733477472168854,0.000208489163436125,0.00282040455054221
"FUN_010759",-3.50379308451154,3.83934159439626,1.40602723226343e-15,5.16511915034371e-13
"FUN_010329",-3.49525019618241,5.51091841363403,0.00159531133406549,0.0159540784412805
"FUN_008876",-3.4833529067529,6.61754020878195,1.23349293084429e-11,1.42593507970538e-09
"FUN_003219",-3.45353414168216,6.75885622130399,0.000942396988550496,0.0102626907890173
"FUN_008134",-3.44779058372268,4.65495463735076,3.45089131600256e-07,1.11637347054478e-05
"FUN_012625",-3.4331648901341,10.5669408892559,3.84695374362157e-07,1.23005787883575e-05
"FUN_006584",-3.43058755000634,4.32174911465043,6.74892717175516e-22,6.97290719226778e-19
"FUN_013240",-3.41533441641184,7.81075544282014,4.28075114198596e-05,0.000717698753835395
"FUN_003218",-3.40888124538029,5.93561194768763,0.000262746241200567,0.00340930778122965
"FUN_010409",-3.38686138636989,9.09718265932912,0.00330363848752626,0.0292522567602014
"FUN_003059",-3.38641240304332,-1.19144453982962,0.00171574425280835,0.0169736494573159
"FUN_008381",-3.36882333777999,-0.783710978748954,1.06200322362667e-07,4.04515559672177e-06
"FUN_009599",-3.35467580832481,3.77393092381014,0.000227570152042972,0.00302895505911624
"FUN_005176",-3.32110658977503,6.62365842218139,2.6116587013873e-08,1.19593711890951e-06
"FUN_011581",-3.31560037088816,2.81811011941416,1.00076441350384e-06,2.75268494503028e-05
"FUN_012531",-3.27264671844171,9.11006938816432,0.00013367952089113,0.00188715299731107
"FUN_005064",-3.25782203165786,4.86605458866034,1.31044453366703e-06,3.4940255783951e-05
"FUN_015518",-3.25618304224332,0.651115766324974,4.86875290847824e-09,2.95902037978139e-07
"FUN_006201",-3.22292610443587,5.22019447816306,7.94460856626128e-12,9.80091971707949e-10
"FUN_004896",-3.21238400931457,4.59490266920412,2.4559690876057e-05,0.000448119481095031
"FUN_008868",-3.20224692117867,7.12078397299106,9.16743516628715e-14,2.02062494311857e-11
"FUN_003894",-3.20047328544123,3.7674814091158,7.88687263659652e-06,0.000168229537491067
"FUN_000858",-3.18854670133519,8.59809346515929,0.000118544324959681,0.00169605287595526
"FUN_003331",-3.17277248850623,8.1246033868712,0.00184023544157256,0.0179792742816998
"FUN_014790",-3.17081160653979,5.16830122599645,0.00201503356363826,0.0194019786870133
"FUN_004332",-3.13790816856509,6.75901021599502,0.00409775475131231,0.0348098580647193
"FUN_005066",-3.1257200744367,5.85270639484845,9.27410372865939e-11,8.81093153669359e-09
"FUN_001397",-3.11740276348062,3.15416153577928,0.000955021706822683,0.0103660300955258
"FUN_012863",-3.10994987092263,7.28394030657626,0.00321344095956622,0.0286832572908149
"FUN_002455",-3.09246350430177,1.20852592745373,6.23174128253164e-07,1.84949578351042e-05
"FUN_000208",-3.0693761876937,5.80381714286885,1.40940506455478e-07,5.20064176833818e-06
"FUN_001933",-3.06269327937186,3.9992390756535,1.03263583273672e-05,0.00021022786885432
"FUN_013779",-3.02270806179458,-2.19228867917043,0.000986433706382788,0.0106440832899568
"FUN_002975",-2.99976175405168,9.10270907225436,0.00124770375883172,0.0129626371423242
"FUN_007548",-2.99466656317584,8.32670402232605,5.20584966249669e-07,1.58194670534435e-05
"FUN_007878",-2.93405192738545,5.57309576704601,1.41498514380842e-12,2.10723422566418e-10
"FUN_007848",-2.93250651552778,4.16149815835205,2.09709112756318e-08,1.01365536344289e-06
"FUN_015409",-2.92677279080153,1.34296068305419,0.0011035438081384,0.0116865359976527
"FUN_005021",-2.90728197510918,2.22045267344172,1.62018899451196e-07,5.82198769536231e-06
"FUN_009217",-2.90268212930387,2.12730276266633,4.3052794833561e-09,2.64574628770854e-07
"FUN_005046",-2.89793858233395,3.97718956317413,3.89130444060666e-05,0.000659089689627753
"FUN_012564",-2.89410653190625,4.68262676073553,0.00079542023964958,0.00887253170151634
"FUN_000577",-2.89187639106327,-0.3079049368004,2.01633645202378e-07,6.92974176474119e-06
"FUN_007061",-2.85629372922135,7.11463744396025,2.68581897317887e-05,0.000480936800420774
"FUN_007243",-2.85440099332746,0.240292160234186,9.71295426198235e-07,2.68503088469616e-05
"FUN_001235",-2.85025165905968,1.78261057227699,2.13234262418727e-12,3.09208385267015e-10
"FUN_004990",-2.84106836611085,3.46710965400408,6.22247948098875e-15,1.94082657170236e-12
"FUN_009067",-2.82514558910264,5.56119185760583,4.58576980303494e-07,1.42496913380185e-05
"FUN_013710",-2.82204499462957,3.0342509097225,8.01678514357884e-07,2.28492198635348e-05
"FUN_002297",-2.81966601381385,-2.29626800077476,0.00248268416121143,0.0231348657660576
