,SRR6819014,SRR6819015,SRR6819016,SRR6819017,SRR6819018,SRR6819019,SRR6819020,SRR6819021,SRR6819022,SRR6819023
FUN_022460-T1,123,191,149,183,304,146,349,292,190,499
FUN_022383-T1,88,109,38,72,145,123,68,122,107,139
FUN_001519-T1,1418,1873,798,1651,2817,2396,2170,2537,2224,3420
FUN_006004-T1,0,0,0,0,0,0,0,0,0,0
FUN_029617-T1,302,472,358,501,676,628,565,677,556,825
FUN_014552-T1,0,0,0,0,0,0,0,0,0,0
FUN_017252-T1,7,8,5,3,24,16,6,24,14,18
FUN_006362-T1,0,0,0,0,0,0,0,0,0,0
FUN_017663-T1,1253,1901,862,1310,2278,1897,1929,2201,2542,2612
FUN_009024-T1,84,135,103,119,287,220,146,299,203,275
FUN_002157-T1,0,0,0,0,0,0,0,0,0,0
FUN_028797-T1,0,0,0,0,0,0,0,0,0,0
FUN_008134-T1,0,0,0,0,0,0,0,0,0,0
FUN_009405-T1,0,0,0,0,0,0,0,0,0,0
FUN_000482-T1,0,0,0,0,4,0,0,0,0,0
FUN_001144-T1,0,0,0,0,11,6,0,0,0,6
FUN_020401-T1,335,564,372,425,621,589,490,606,517,767
FUN_025206-T1,5800,7965,6626,7008,13010,10869,8308,13075,10258,14009
FUN_025206-T2,22,0,0,19,55,0,16,28,95,20
FUN_024246-T1,117,138,140,130,142,108,124,158,112,165
FUN_019162-T1,0,0,0,0,0,1,0,0,0,0
FUN_024015-T1,0,0,0,0,0,0,0,0,0,0
FUN_027531-T1,0,0,0,0,0,0,0,0,0,0
FUN_025107-T1,0,0,0,0,0,0,0,0,0,0
FUN_004246-T1,33,35,14,32,58,33,72,73,47,103
FUN_003524-T1,0,0,0,0,0,0,0,0,0,0
FUN_004644-T1,2,3,0,0,10,7,0,11,12,4
FUN_023866-T1,344,494,283,272,630,434,351,380,455,791
FUN_018957-T1,0,0,0,0,0,0,0,0,0,0
FUN_008872-T1,32,49,0,49,86,33,76,75,68,98
FUN_000888-T1,52,227,7,0,6910,4948,363,6645,6733,6351
FUN_020443-T1,298,899,183,224,5513,1299,2573,648,4460,3115
FUN_020443-T2,2142,2515,1797,1848,0,2782,1018,4501,216,3514
FUN_012867-T1,8,10,13,0,16,4,9,14,3,40
FUN_017772-T2,0,0,0,0,0,0,0,0,0,0
FUN_017772-T1,8,9,6,7,17,16,4,12,22,25
FUN_010303-T1,100,82,26,51,79,68,124,99,96,138
FUN_004458-T1,3784,4926,4771,4374,6280,4254,4682,6298,5164,8078
FUN_003860-T1,144,185,147,179,302,253,189,266,202,304
FUN_006603-T1,276,460,411,339,789,410,298,918,489,865
FUN_015910-T1,0,2,0,4,5,1,0,0,0,2
FUN_005296-T1,22,16,0,6,37,32,9,38,34,45
FUN_016190-T1,0,0,0,0,0,0,0,3,5,0
FUN_027502-T1,0,0,0,0,0,0,0,0,0,0
FUN_022513-T1,215,405,322,366,838,681,519,770,602,915
FUN_015773-T1,1,2,1,4,0,2,1,5,5,1
FUN_025926-T1,3541,4830,4459,4859,8758,7038,5663,8295,6085,8858
FUN_004254-T1,12,33,7,17,45,37,23,63,37,59
FUN_023085-T1,5,0,7,0,0,0,8,7,9,12
FUN_008960-T1,41,41,46,52,43,24,27,38,44,43
FUN_023716-T1,0,0,0,0,0,0,0,0,0,0
FUN_000771-T1,181,257,263,244,464,272,231,403,365,447
FUN_013178-T1,0,0,0,0,0,0,0,0,0,0
FUN_009877-T1,0,0,0,18,1,0,0,3,0,0
FUN_020555-T1,634,704,620,611,858,524,579,698,599,929
FUN_027337-T1,15,18,6,5,27,27,17,38,31,50
FUN_029865-T1,11,2,34,20,87,3,16,36,38,31
FUN_029865-T2,30,92,61,36,52,117,42,64,43,106
FUN_000783-T1,27,4102,1214,2286,23,40,51,27,13,14
FUN_007115-T1,89,126,116,120,136,105,104,88,104,128
FUN_011665-T1,0,0,0,0,0,0,0,2,0,0
FUN_012588-T1,0,0,0,0,0,1,0,0,0,0
FUN_028385-T1,144,313,304,243,255,181,179,290,240,314
FUN_023931-T1,3319,4716,4420,4867,8099,6239,5367,8286,6430,8020
FUN_024268-T1,21,26,27,26,50,20,22,14,23,39
FUN_009561-T1,64,112,77,69,123,116,75,125,97,140
FUN_011746-T1,0,0,0,0,0,0,0,0,0,0
FUN_023728-T1,16,34,20,25,31,26,15,15,21,38
FUN_007596-T1,0,0,0,0,0,0,0,0,0,0
FUN_005332-T1,0,4,0,0,9,6,5,6,2,7
FUN_000047-T1,322,402,444,310,121,154,340,68,28,91
FUN_027328-T1,0,0,0,0,0,0,0,2,0,0
FUN_001778-T1,0,0,0,0,0,0,0,0,0,0
FUN_006529-T1,0,3,0,3,4,0,2,0,0,5
FUN_024978-T1,756,882,701,854,1648,1195,1316,1673,1297,1921
FUN_014151-T1,2,4,1,4,6,1,0,4,2,3
FUN_000601-T1,3064,4295,3437,4101,7660,5108,4575,7650,5796,7309
FUN_019893-T1,5,0,4,8,0,2,2,2,0,3
FUN_028593-T1,0,0,0,0,4,2,0,0,0,0
FUN_006656-T1,0,0,0,0,0,0,0,0,0,0
FUN_011034-T1,222,272,314,300,358,284,257,325,264,397
FUN_011994-T1,2,3,0,2,7,2,7,5,5,6
FUN_018189-T1,1433,1680,1707,2010,4096,3392,2167,3852,3214,4319
FUN_025667-T1,201,250,297,285,431,339,221,346,361,368
FUN_023319-T1,4,2,3,6,5,8,3,8,6,6
FUN_019176-T1,0,0,0,0,0,0,0,0,0,0
FUN_001341-T1,0,0,0,0,0,0,0,0,0,0
FUN_012383-T1,25,35,47,28,67,81,35,61,80,87
FUN_026163-T1,657,891,403,585,1287,945,760,1336,1156,1428
FUN_025354-T1,6,13,9,11,12,7,9,7,15,13
FUN_007277-T1,0,0,0,0,0,1,0,0,0,0
FUN_000505-T2,0,2,0,0,4,14,0,2,0,0
FUN_014827-T1,5,7,3,4,11,10,7,9,5,14
FUN_027014-T1,135,146,159,157,58,116,159,41,43,124
FUN_022328-T1,0,0,0,0,0,0,0,0,0,0
FUN_025604-T1,63,96,114,69,95,114,71,97,93,122
FUN_004100-T1,50,22,8,37,8,4,40,0,0,19
FUN_001638-T1,16,18,0,13,18,18,0,11,21,24
FUN_011514-T1,44,96,62,51,84,83,46,32,68,97
FUN_013541-T2,79,88,97,74,0,110,0,50,57,265
FUN_004055-T1,0,6,9,15,18,6,4,0,16,37
FUN_013541-T1,2225,2350,2910,2596,3732,3153,2662,2924,2462,4085
FUN_000277-T1,222,273,254,262,855,1392,842,1055,1187,1023
FUN_002442-T1,3891,3044,1795,2281,674,1192,3505,81,63,1569
FUN_029514-T1,48,28,44,37,71,66,53,73,76,93
FUN_022610-T1,9,21,21,12,45,25,6,52,27,47
FUN_024280-T1,277,588,385,504,323,367,339,246,291,422
FUN_020248-T1,1015,1431,1218,1165,1864,1446,1295,1576,1521,2053
FUN_019097-T1,0,3,0,0,12,0,12,7,15,23
FUN_011121-T1,0,0,0,0,0,0,0,0,0,0
FUN_020083-T1,0,2,0,0,0,0,0,0,0,0
FUN_021615-T1,121,149,135,123,199,135,164,195,106,239
FUN_029270-T1,9019,13281,16328,15955,15654,13373,11580,15494,12554,16011
FUN_027174-T1,0,12,0,0,0,23,0,0,0,0
FUN_006282-T1,0,0,0,0,0,0,0,0,0,0
FUN_019500-T1,0,0,0,0,0,0,0,0,0,0
FUN_015219-T1,1240,2057,1493,1243,4941,3082,1818,5231,3485,6351
FUN_021030-T1,72,99,94,60,115,100,78,81,59,121
FUN_025573-T1,340,399,137,318,546,503,343,429,433,648
FUN_015934-T1,0,2,0,2,0,0,0,3,0,1
FUN_006122-T1,162,234,337,216,495,420,264,431,356,551
FUN_007039-T1,41,39,28,38,61,80,24,41,25,65
FUN_001798-T1,0,0,0,0,0,0,0,0,0,0
FUN_022702-T1,0,0,0,0,0,0,0,0,0,0
FUN_003565-T1,0,0,0,0,0,0,0,0,0,0
FUN_019138-T1,11,79,51,4,39,13,0,34,36,144
FUN_015529-T1,3,10,2,4,13,20,6,7,10,16
FUN_015507-T1,0,0,0,10,16,22,10,29,21,19
FUN_027869-T1,0,1,3,2,0,6,0,0,0,3
FUN_004383-T1,14,12,5,12,48,38,15,68,44,30
FUN_020594-T1,21,44,14,17,24,34,29,37,17,53
FUN_029455-T1,0,0,0,0,0,0,0,0,0,0
FUN_025954-T1,889,1137,1138,944,1946,1427,1170,1739,1410,1997
FUN_003793-T1,21,20,11,10,29,20,12,22,20,41
FUN_017661-T1,84,122,101,70,141,144,123,154,160,204
FUN_030674-T1,0,0,2,2,2,4,3,5,2,0
FUN_022901-T1,6,0,6,7,5,0,0,0,0,12
FUN_026499-T1,0,95,0,69,253,46,0,129,0,56
FUN_026499-T2,58,44,77,24,31,3,105,2,137,7
FUN_026499-T3,0,0,0,0,0,115,0,0,0,133
FUN_000477-T1,1,0,2,0,4,1,2,2,4,0
FUN_030149-T1,89,154,112,158,213,174,173,194,172,232
FUN_002173-T1,10,25,22,15,53,44,25,65,54,71
FUN_017208-T1,283,390,274,380,721,548,478,731,560,842
FUN_014236-T1,0,0,0,0,202,389,49,364,270,469
FUN_006052-T1,0,0,0,0,0,0,0,0,0,0
FUN_028758-T1,112,149,165,117,149,117,122,167,94,164
FUN_025100-T1,0,0,0,0,0,0,0,0,0,0
FUN_030233-T1,234,352,203,39,7281,8527,8138,10598,11117,10116
FUN_022185-T1,0,0,0,0,0,0,0,0,0,0
FUN_007125-T1,188,296,274,257,380,313,252,380,278,386
FUN_016882-T1,0,44,0,0,159,216,19,0,229,469
FUN_002668-T1,42,26,14,47,45,28,40,48,42,98
FUN_008634-T1,0,0,0,0,3,0,0,15,0,5
FUN_001618-T1,0,0,0,0,0,0,0,0,0,0
FUN_015094-T1,2,2,0,8,7,2,1,5,7,4
FUN_019938-T1,129,1049,385,133,88,149,975,584,502,503
FUN_019938-T2,1337,901,1034,1494,2617,2023,896,1978,1881,2494
FUN_006370-T1,0,0,0,0,0,1,0,0,1,0
FUN_018370-T1,65,69,107,103,81,97,91,55,51,84
FUN_004066-T1,0,0,0,0,0,0,0,0,0,0
FUN_006619-T1,105,155,173,112,138,144,115,135,95,202
FUN_005795-T1,100,103,24,58,155,87,127,135,110,116
FUN_003045-T1,0,0,0,1,0,0,0,1,2,2
FUN_022269-T1,1073,1459,1285,1172,2963,2251,1812,2794,2607,3215
FUN_011211-T1,0,0,0,0,0,0,0,0,0,0
FUN_025860-T1,0,0,0,0,5,0,0,0,0,3
FUN_023616-T1,848,2700,2699,4106,160,1131,1303,39,23,67
FUN_008492-T1,1,2,5,3,3,2,2,2,0,1
FUN_022320-T1,0,0,0,2,2,0,0,0,0,0
FUN_003854-T1,13,29,23,21,24,26,8,24,17,19
FUN_014328-T1,65,83,19,56,123,90,119,140,98,162
FUN_018332-T1,0,0,0,0,0,0,0,0,0,0
FUN_030339-T1,119,285,262,267,461,424,271,423,317,362
FUN_004540-T1,0,11,9,14,0,0,3,0,0,5
FUN_020252-T1,131,197,201,162,246,210,156,211,234,294
FUN_010662-T1,658,1086,699,923,1079,897,1009,1014,903,1213
FUN_021352-T1,0,0,0,0,0,0,0,0,0,0
FUN_010981-T1,55,84,90,62,185,221,87,240,272,294
FUN_028094-T1,0,29,14,26,18,8,20,26,7,26
FUN_006066-T1,0,0,0,0,0,0,0,2,0,3
FUN_006066-T2,38,63,32,49,55,38,34,59,46,74
FUN_013125-T1,0,0,0,0,0,0,0,0,0,0
FUN_010356-T1,83,247,203,87,539,559,148,771,579,642
FUN_019417-T1,0,0,0,0,0,0,0,0,0,0
FUN_015196-T1,1493,2039,1805,1598,3282,2597,2330,2663,2552,3786
FUN_005201-T1,701,927,850,715,1999,1535,1176,1817,1587,2333
FUN_009189-T1,0,0,0,0,0,0,0,0,0,0
FUN_019228-T1,0,0,0,0,5,0,0,0,0,0
FUN_017058-T1,633,851,682,577,1118,1242,985,1139,939,1355
FUN_009221-T1,97,120,96,128,232,255,178,266,232,302
FUN_010474-T1,12,0,0,20,15,13,0,15,11,0
FUN_005629-T1,2383,3780,3079,3594,5200,4969,4327,5213,4499,6283
FUN_029023-T1,2690,5733,4384,2976,905,630,2738,685,1351,1020
FUN_024720-T1,2,11,3,3,8,3,7,7,4,8
FUN_004012-T1,0,0,2,0,0,0,0,0,0,0
FUN_005592-T1,0,0,21,6,12,15,10,0,7,24
FUN_010412-T1,0,0,3,0,2,2,0,0,3,2
FUN_004224-T1,0,0,0,0,1,0,0,0,0,0
FUN_024525-T1,0,0,0,0,0,0,0,0,0,0
FUN_011948-T1,228,271,113,174,511,259,257,470,488,510
FUN_011036-T1,0,0,0,0,0,0,0,0,0,0
FUN_016090-T1,141,161,190,151,250,179,134,293,257,345
FUN_022939-T1,1156,1570,1491,1474,2318,1873,1482,2085,1686,2772
FUN_008895-T1,0,0,0,0,0,0,0,0,0,0
FUN_013555-T1,191,192,221,214,448,298,236,417,341,461
FUN_028545-T1,0,0,0,0,0,0,0,0,0,0
FUN_017106-T1,1781,2578,1859,2157,3156,2331,2364,2813,2868,3877
FUN_016289-T1,0,0,0,0,1,0,0,2,0,0
FUN_020416-T1,289,379,319,341,864,710,454,757,752,1020
FUN_026864-T1,5494,9768,8302,7846,6623,5860,6945,6243,5610,6735
FUN_018066-T1,286,298,113,261,496,366,392,522,471,570
FUN_029635-T1,117,151,209,128,244,179,132,189,123,258
FUN_014161-T1,0,0,0,0,0,0,0,0,0,0
FUN_001386-T1,163,396,401,202,1009,912,494,810,374,547
FUN_001386-T2,536,534,351,628,1038,675,610,1239,1221,1494
FUN_009629-T1,84,57,13,30,156,67,51,123,129,172
FUN_019301-T1,2,3,3,3,5,0,0,0,0,3
FUN_021070-T1,0,0,1,0,1,1,0,0,1,1
FUN_002406-T1,0,0,0,0,1,0,0,0,0,0
FUN_014665-T2,3,0,0,0,217,232,5,404,247,453
FUN_026192-T1,58,109,32,74,96,68,106,112,84,139
FUN_019125-T1,40,70,15,37,120,79,82,128,62,234
FUN_019578-T1,318,425,358,348,400,333,331,412,331,432
FUN_022278-T1,1278,1808,1541,1701,3112,2481,2211,3389,2492,3458
FUN_018184-T1,0,0,0,0,0,0,0,0,0,0
FUN_009506-T1,0,0,0,0,0,0,0,0,0,0
FUN_029077-T1,151,390,209,173,500,2167,409,924,1178,1101
FUN_002023-T1,0,13,0,0,6,6,0,5,7,10
FUN_001072-T1,0,0,0,0,0,0,0,0,0,0
FUN_019265-T1,3,5,2,2,2,4,4,3,2,6
FUN_014856-T1,0,0,0,0,0,0,0,0,0,0
FUN_025391-T1,18,25,10,191,11,42,16,0,5,28
FUN_014597-T1,248,366,317,247,493,415,274,446,359,558
FUN_024833-T1,217,286,234,243,462,341,312,493,402,555
FUN_022261-T1,23,62,36,41,548,375,161,644,476,603
FUN_022261-T2,0,19,0,14,74,67,8,71,14,246
FUN_004441-T1,0,0,0,5,0,0,11,8,0,8
FUN_014173-T1,0,0,0,0,12,48,50,46,79,68
FUN_016922-T1,149,179,196,182,317,219,168,280,218,347
FUN_030468-T1,8,54,3,0,2517,4400,553,5026,4848,4100
FUN_019333-T1,413,496,518,501,599,476,493,613,519,684
FUN_028580-T1,24,60,65,74,31,10,35,11,26,27
FUN_009464-T1,152,235,179,185,580,429,347,512,464,618
FUN_017392-T1,142,139,196,204,335,240,212,382,299,373
FUN_016005-T1,0,0,0,0,0,0,0,0,0,0
FUN_024319-T1,238,318,246,295,737,561,483,785,584,898
FUN_030229-T1,93,150,67,26,11786,17687,15292,19430,19268,18624
FUN_017562-T1,1060,1573,1200,1316,2325,1982,1758,2186,2125,2682
FUN_022710-T1,129,194,57,115,138,165,117,209,152,335
FUN_002716-T1,0,0,0,0,0,0,0,0,0,0
FUN_021730-T1,94,100,94,126,248,148,79,207,176,235
FUN_023507-T1,33,45,20,39,128,205,107,227,206,233
FUN_013331-T1,0,0,0,0,0,0,0,0,0,0
FUN_019051-T1,1220,1760,692,287,17832,3332,522,8171,6466,11909
FUN_013078-T1,1397,1633,1674,1279,4330,3656,2477,4398,3571,4497
FUN_018939-T1,215,298,109,254,423,310,317,348,350,490
FUN_001546-T1,7,26,12,14,11,4,8,12,17,21
FUN_012954-T1,42,28,44,15,13,151,34,13,26,8
FUN_009523-T1,22,23,17,22,67,22,51,54,43,67
FUN_020686-T1,0,0,0,0,0,0,0,0,0,0
FUN_007551-T1,60,101,92,134,162,134,88,155,133,146
FUN_022663-T1,0,0,0,0,0,0,0,0,0,0
FUN_026466-T1,15,54,9,14,36,41,17,53,50,79
FUN_008614-T1,1111,1317,926,1081,1678,1442,1197,1624,1167,2153
FUN_026092-T1,9775,12619,13844,11620,15745,11507,12428,15415,11855,14710
FUN_006423-T1,50,33,46,33,18,34,41,6,4,22
FUN_008614-T2,0,6,0,0,157,0,37,0,446,15
FUN_028986-T1,3,0,0,0,0,0,0,0,0,0
FUN_028986-T2,107,86,59,55,50,49,115,15,14,81
FUN_002126-T1,0,0,0,0,0,0,0,0,0,0
FUN_021933-T1,16,41,26,20,206,148,28,358,93,206
FUN_013373-T1,0,3,0,2,1,0,1,0,1,0
FUN_008842-T1,2,6,7,3,2,2,7,3,0,2
FUN_023560-T1,0,0,0,0,0,0,0,0,0,0
FUN_002704-T1,0,2,2,0,0,1,2,4,4,4
FUN_009786-T1,12,28,42,22,342,325,20,9,42,580
FUN_027657-T1,110,125,107,72,52,71,90,20,22,50
FUN_017501-T1,0,0,0,0,0,0,0,0,0,0
FUN_022658-T1,49,98,81,94,190,230,72,225,247,258
FUN_016890-T1,235,269,299,297,438,323,271,431,327,523
FUN_015868-T1,373,451,370,442,787,604,435,737,628,775
FUN_002064-T1,0,0,0,0,0,0,0,0,0,0
FUN_029318-T1,0,0,0,0,0,0,2,2,0,0
FUN_028134-T1,108,190,152,161,287,223,211,308,328,379
FUN_020870-T1,159,173,84,125,277,176,204,264,229,331
FUN_013084-T1,209,262,221,176,328,255,207,290,244,384
FUN_022484-T1,177,224,248,207,382,287,265,454,405,566
FUN_007320-T1,290,350,253,335,746,709,583,908,788,1020
FUN_003057-T1,469,607,394,453,1227,1027,606,1233,1127,1335
FUN_016356-T1,0,0,0,0,0,0,0,0,0,0
FUN_004087-T1,10,30,53,26,2,14,5,0,0,9
FUN_012774-T1,24,17,14,19,26,19,11,24,11,32
FUN_009848-T1,1,4,4,0,9,3,0,9,0,0
FUN_003656-T1,0,0,0,0,0,0,0,0,0,0
FUN_020732-T1,12,6,5,6,19,8,13,21,16,23
FUN_026505-T2,0,48,0,37,24,0,10,48,45,81
FUN_026505-T1,21,6,0,0,51,42,12,33,16,6
FUN_015782-T1,629,749,664,731,1484,1057,867,1426,1154,1722
FUN_008867-T1,0,0,0,0,0,0,0,0,0,0
FUN_011336-T1,7,5,7,2,2,0,8,5,2,5
FUN_025126-T1,0,0,0,0,7,0,0,0,7,0
FUN_026902-T1,44,63,61,50,75,79,37,65,56,80
FUN_005921-T1,0,0,0,0,0,0,0,0,0,0
FUN_006550-T1,0,0,0,0,0,0,0,0,0,0
FUN_026996-T1,89,114,157,113,238,216,127,247,183,235
FUN_024898-T1,0,0,0,0,0,0,0,0,0,0
FUN_015600-T1,4,3,0,3,11,20,10,18,20,12
FUN_012103-T1,17,21,19,9,45,44,21,28,30,41
FUN_008813-T1,0,0,0,0,0,0,0,0,0,0
FUN_001468-T1,0,0,0,0,0,0,0,0,0,0
FUN_013749-T1,0,0,5,3,0,0,0,0,0,0
FUN_013130-T1,0,0,4,0,0,0,0,0,0,0
FUN_005211-T1,47,71,53,47,85,51,47,27,27,113
FUN_013937-T1,0,3,0,0,8,0,0,16,0,0
FUN_009863-T1,4,2,0,0,6,3,3,0,5,2
FUN_023105-T1,34,64,23,38,85,75,49,119,86,121
FUN_003339-T1,3,0,3,2,7,9,4,4,4,13
FUN_014440-T1,0,0,0,0,0,0,0,0,0,0
FUN_020538-T1,18,26,48,44,69,60,27,54,49,80
FUN_010451-T2,42,145,194,0,723,575,356,186,364,771
FUN_010451-T1,301,318,268,487,96,85,291,710,302,187
FUN_022230-T1,313,525,498,587,1083,826,466,832,727,1152
FUN_025385-T1,6,0,14,5,24,13,11,25,20,38
FUN_023979-T1,12,26,35,20,421,511,901,748,650,725
FUN_018630-T1,0,0,0,0,0,0,0,0,0,0
FUN_008423-T1,1561,2351,1274,1821,2384,1772,1950,1564,1727,2623
FUN_020397-T1,87,157,204,139,178,90,133,181,81,203
FUN_026832-T1,21,23,29,12,32,18,14,17,33,37
FUN_018055-T1,1,5,1,0,2,2,2,3,4,7
FUN_023746-T1,0,0,0,0,0,0,0,0,0,0
FUN_026078-T1,1,1,0,0,0,0,0,0,0,0
FUN_029183-T1,910,1446,1345,960,3502,2380,1949,2326,1057,2434
FUN_003613-T1,247,75,39,118,52,112,411,0,2,71
FUN_009153-T1,0,0,0,0,0,0,0,0,0,0
FUN_012745-T1,34,28,84,51,25,46,36,26,26,22
FUN_015957-T1,0,0,0,0,0,0,0,0,0,0
FUN_008801-T1,46,76,86,51,71,80,64,69,111,115
FUN_011374-T1,0,0,2,0,0,3,0,5,0,0
FUN_029295-T1,14,19,23,16,60,28,27,41,23,45
FUN_002994-T1,0,0,0,0,0,0,0,0,0,0
FUN_018179-T1,0,6,0,2,4,4,1,12,3,4
FUN_006762-T1,415,438,276,77,562,429,311,382,367,620
FUN_006762-T3,0,0,0,0,0,0,0,0,0,0
FUN_006762-T2,41,195,255,556,167,140,292,232,211,191
FUN_007622-T1,5,5,14,5,6,7,5,7,5,3
FUN_029972-T2,0,0,0,0,0,0,0,0,0,0
FUN_029972-T1,111,146,99,130,114,107,133,155,173,188
FUN_021503-T1,350,399,85,276,340,237,422,388,463,519
FUN_029518-T1,0,0,0,0,0,0,0,0,0,0
FUN_014778-T1,156,269,147,299,301,166,657,293,198,414
FUN_007299-T1,2,0,0,2,0,3,2,1,0,0
FUN_003521-T1,112,221,53,101,362,264,212,270,302,424
FUN_005348-T1,0,0,0,0,0,0,0,0,0,0
FUN_019331-T1,0,0,0,3,3,0,0,0,3,2
FUN_000724-T1,76,115,113,53,147,133,117,146,138,177
FUN_006169-T1,57,34,22,39,53,12,123,60,17,100
FUN_020022-T1,0,13,0,0,17,12,11,17,11,36
FUN_005718-T1,0,0,0,0,0,0,0,0,0,0
FUN_021315-T1,874,1051,924,798,1561,1327,1016,1368,1381,1883
FUN_027127-T1,0,0,0,0,0,0,0,0,0,0
FUN_024160-T1,61,94,99,73,169,122,112,174,122,239
FUN_016083-T1,419,654,251,354,929,687,524,807,876,995
FUN_026806-T1,0,0,0,0,0,0,0,0,0,0
FUN_022828-T1,14,15,42,16,661,1933,1110,1901,1570,2019
FUN_022828-T2,0,0,0,0,0,0,0,0,0,0
FUN_024882-T1,676,894,865,784,1452,1187,900,1423,1220,1510
FUN_030360-T1,2,11,9,8,6,6,7,3,14,10
FUN_004715-T1,292,420,510,378,518,427,387,483,452,492
FUN_000651-T1,0,0,0,0,0,0,0,0,0,0
FUN_030360-T2,8,11,13,10,16,17,7,17,22,18
FUN_023934-T1,61,76,38,45,139,92,89,126,110,110
FUN_010117-T1,56,85,60,84,746,601,154,394,198,458
FUN_019433-T1,0,0,0,0,0,0,0,0,0,0
FUN_017041-T1,787,1281,923,1174,802,701,892,728,894,919
FUN_009348-T2,7,2,17,3,8,9,1,35,6,1
FUN_024739-T1,0,5,0,0,0,0,0,0,0,0
FUN_021515-T1,0,0,0,0,0,0,0,0,0,0
FUN_013860-T1,1,0,0,0,0,0,0,0,0,0
FUN_027987-T1,74,152,26,66,115,102,119,145,147,201
FUN_017551-T2,203,223,281,149,258,194,122,238,255,304
FUN_017551-T1,215,233,205,164,352,296,220,398,305,373
FUN_009161-T1,114,126,135,107,259,215,158,256,197,353
FUN_025966-T1,0,0,0,0,0,0,0,0,0,0
FUN_024890-T1,0,0,0,0,0,0,0,0,0,1
FUN_010539-T1,163,229,175,174,409,306,273,360,297,461
FUN_025589-T1,152,235,182,254,157,101,170,115,62,208
FUN_017180-T1,448,1384,635,401,1282,1297,597,1869,1656,2111
FUN_026491-T1,1180,1770,1699,1406,2142,1663,1310,2157,1779,2453
FUN_009324-T1,0,0,0,0,0,4,0,0,0,0
FUN_013787-T1,0,0,0,0,0,0,0,0,0,0
FUN_008513-T1,513,695,456,548,975,765,537,853,704,1074
FUN_006085-T1,31,70,56,50,142,120,44,147,105,166
FUN_016343-T1,0,0,0,0,0,0,0,0,0,0
FUN_004666-T1,0,0,0,0,0,0,0,0,0,0
FUN_012565-T1,2,0,0,0,0,3,0,0,2,3
FUN_028832-T1,474,820,631,721,843,789,669,870,754,1071
FUN_010751-T1,552,741,774,837,1227,920,795,1173,899,1240
FUN_003817-T1,289,272,262,265,544,496,287,517,469,609
FUN_000993-T1,0,0,0,0,0,0,0,0,0,0
FUN_007636-T1,0,0,0,0,0,0,0,0,0,0
FUN_013995-T1,3,2,0,0,0,0,0,3,0,0
FUN_018744-T1,0,0,0,0,0,0,0,0,0,0
FUN_030340-T1,164,307,243,238,421,342,268,368,322,413
FUN_019602-T1,9,7,13,8,11,10,5,8,19,11
FUN_015823-T1,0,0,0,0,0,0,0,0,0,0
FUN_029996-T1,30,56,37,50,29,43,34,36,25,41
FUN_004805-T1,393,490,472,151,797,374,291,499,313,683
FUN_015237-T1,76,70,59,51,81,72,71,49,72,110
FUN_017951-T1,0,4,0,0,0,0,0,0,0,0
FUN_028965-T1,611,871,593,632,1415,1226,816,1336,1152,1561
FUN_016253-T1,590,887,486,685,968,828,673,850,844,955
FUN_006988-T1,3,0,0,0,1,2,0,0,0,0
FUN_028162-T1,2273,3050,2739,2681,4681,3274,3029,4477,3590,4614
FUN_029055-T1,2,8,2,0,0,0,0,2,0,8
FUN_002774-T1,637,817,912,874,2030,1532,1034,1988,1570,2085
FUN_015537-T1,526,645,715,638,1013,729,685,1133,794,1069
FUN_025852-T1,0,6,6,3,0,0,0,0,7,6
FUN_016948-T1,194,252,226,235,478,336,390,532,382,518
FUN_019320-T1,722,871,700,724,1846,1386,1166,1733,1482,2075
FUN_018361-T1,11,3,10,4,16,8,7,20,8,7
FUN_002041-T1,4,10,0,5,5,4,4,9,5,12
FUN_023557-T1,7,4,0,1,2,5,2,0,6,7
FUN_006151-T1,0,0,0,0,0,0,0,0,0,0
FUN_009298-T1,19,26,29,33,66,18,22,33,38,43
FUN_015931-T1,0,0,0,0,0,0,0,0,0,0
FUN_013413-T1,0,0,0,0,0,0,0,0,0,0
FUN_027794-T1,20,27,57,45,64,40,25,43,18,31
FUN_005429-T1,0,0,0,0,0,0,0,0,0,0
FUN_022389-T1,0,0,0,0,0,0,0,0,0,0
FUN_001959-T1,4,9,9,2,8,5,8,18,8,25
FUN_017075-T1,646,906,677,688,1358,1084,789,1311,1122,1384
FUN_023356-T1,0,0,0,0,0,0,0,0,0,0
FUN_026562-T1,8183,11089,10244,11179,20142,13878,11313,19202,15086,19887
FUN_028687-T1,37,37,29,34,98,99,82,120,74,144
FUN_017840-T1,27,22,62,44,38,43,30,41,45,26
FUN_022343-T1,0,0,0,1,0,3,0,1,0,0
FUN_000175-T1,14,11,0,10,15,22,9,20,24,20
FUN_002654-T1,70,118,76,84,128,98,82,103,98,118
FUN_002597-T1,0,0,0,0,0,0,0,0,0,0
FUN_027785-T1,6,17,3,0,5778,11182,1245,10440,7654,10703
FUN_007678-T1,12626,22561,14688,14816,21048,14316,15072,19511,16865,20054
FUN_014257-T1,2312,3017,3291,2515,6798,3979,4004,8216,4933,6739
FUN_024728-T1,0,0,0,0,0,0,0,0,0,0
FUN_028156-T1,17,40,32,20,64,51,27,58,85,86
FUN_011302-T1,4,14,6,8,17,34,5,17,34,36
FUN_004558-T1,30,31,10,14,42,25,36,68,42,43
FUN_029146-T1,152,189,191,156,344,228,163,276,245,337
