,SRR6819014,SRR6819015,SRR6819016,SRR6819017,SRR6819018,SRR6819019,SRR6819020,SRR6819021,SRR6819022,SRR6819023
FUN_002260-T1,0,0,0,0,0,0,0,0,0,0
FUN_025903-T1,298,508,441,422,661,576,390,649,492,716
FUN_010314-T1,1333,1699,1400,2141,2603,2194,1819,2797,2183,2662
FUN_020133-T1,0,0,0,0,0,0,0,0,0,0
FUN_027560-T1,0,0,0,0,0,0,0,0,0,0
FUN_017678-T1,27,13,10,25,6,6,27,2,2,9
FUN_030186-T1,0,0,0,0,0,22,0,22,0,0
FUN_018070-T1,0,0,0,0,0,5,0,0,0,0
FUN_029643-T1,1,1,1,1,0,1,1,1,1,1
FUN_026979-T1,87,0,0,0,0,0,0,5,0,0
FUN_026979-T2,845,1590,995,1207,1903,1539,1389,1714,1548,2156
FUN_005342-T1,0,0,0,0,0,0,0,0,0,0
FUN_029820-T1,152,163,183,169,321,252,157,316,272,359
FUN_004664-T1,6,12,14,13,44,27,16,22,14,29
FUN_003075-T1,0,0,0,0,0,0,0,0,0,0
FUN_004692-T1,971,4884,5278,4210,11941,5740,2323,9733,8680,10034
FUN_007110-T1,0,0,0,0,0,0,0,0,0,0
FUN_026113-T1,0,0,0,0,0,0,0,0,0,0
FUN_030015-T1,37,30,12,38,39,14,23,26,27,24
FUN_000022-T1,0,0,0,0,0,0,0,0,0,0
FUN_008975-T1,2700,3141,2970,2718,2666,2533,5811,2388,2707,3327
FUN_003180-T1,0,0,0,0,0,0,0,0,0,0
FUN_026271-T1,8,16,14,3,11,11,2,10,17,12
FUN_017766-T1,0,0,0,0,0,0,0,22,0,0
FUN_006916-T1,0,0,0,2,88,234,491,226,212,223
FUN_029839-T1,3,3,1,1,5,3,3,2,3,5
FUN_027131-T1,0,4,1,4,14,9,5,6,8,13
FUN_001841-T1,0,0,0,0,0,0,0,0,0,0
FUN_011446-T1,253,494,550,487,783,589,496,717,563,920
FUN_007569-T2,12,0,0,0,0,0,33,0,0,0
FUN_007569-T1,71,67,17,146,31,16,63,0,0,135
FUN_030361-T1,8,13,5,0,7,11,7,6,7,29
FUN_025915-T1,193,316,367,285,490,473,310,505,451,591
FUN_018908-T1,0,0,0,0,0,0,0,0,0,0
FUN_005764-T1,0,0,0,0,0,1,0,0,0,0
FUN_008662-T1,0,0,0,0,0,0,0,0,0,0
FUN_000470-T1,0,0,5,0,2,0,0,0,0,1
FUN_017414-T1,101,148,156,160,356,283,194,370,298,406
FUN_010945-T1,376,352,488,376,1041,818,587,874,738,1320
FUN_011580-T1,0,0,0,0,0,0,0,0,0,0
FUN_023522-T1,0,5,0,3,3,4,2,5,0,2
FUN_000289-T1,0,0,0,0,0,0,0,0,0,0
FUN_021273-T1,1481,1870,1868,1738,3433,2462,1968,3435,2414,3921
FUN_010407-T1,0,0,25,0,0,0,0,0,0,0
FUN_010407-T3,0,76,3,72,86,112,58,9,0,156
FUN_005958-T1,0,0,0,0,6,0,0,5,4,0
FUN_018239-T1,657,932,878,661,1916,1275,780,1901,1349,1875
FUN_007164-T1,41,151,84,36,102,123,74,161,183,223
FUN_008249-T1,9,5,29,0,12,9,9,13,14,10
FUN_016965-T1,7,9,5,0,23,20,17,14,26,37
FUN_027621-T1,72,92,159,109,58,39,35,18,58,61
FUN_017821-T1,3,0,0,0,0,0,0,3,0,3
FUN_011221-T1,0,0,1,0,0,0,0,0,0,0
FUN_028855-T1,0,0,4,3,4,0,0,0,0,6
FUN_015390-T1,0,0,0,0,0,0,0,0,0,0
FUN_002382-T1,0,0,0,0,0,0,0,0,0,0
FUN_017974-T1,0,0,0,0,5,0,3,0,8,7
FUN_001107-T1,0,0,0,0,0,0,0,0,0,0
FUN_012145-T1,72,52,53,65,8,21,88,0,0,9
FUN_014650-T1,64,95,87,89,122,119,117,125,109,144
FUN_019686-T1,15,12,2,8,8,14,12,8,7,13
FUN_009702-T1,49,52,22,40,55,55,49,28,34,61
FUN_024790-T1,0,0,0,0,0,0,0,0,1,0
FUN_003423-T1,186,441,215,325,518,510,521,624,559,780
FUN_013976-T1,475,713,752,589,1286,1059,707,1238,898,1399
FUN_015914-T1,18877,12741,12252,2000,2924,591,3436,12,35,6399
FUN_020094-T1,3,0,1,2,0,4,4,2,7,5
FUN_002145-T1,109,102,130,107,231,230,140,245,250,278
FUN_004569-T1,0,0,2,4,0,2,1,1,0,4
FUN_020881-T1,0,0,1,0,0,0,0,0,2,0
FUN_026355-T1,3,1,1,1,5,3,1,3,3,6
FUN_004963-T1,11,15,7,7,35,17,10,43,16,26
FUN_010318-T1,283,466,384,446,802,577,446,676,516,769
FUN_001829-T1,61,75,35,40,77,52,59,73,69,88
FUN_019870-T1,0,0,0,0,0,0,0,0,0,0
FUN_011727-T1,141,110,65,51,44,59,120,30,33,44
FUN_001622-T1,407,355,229,479,168,117,247,35,63,223
FUN_012584-T1,104,169,164,122,327,229,183,300,220,301
FUN_011110-T1,0,0,0,0,0,0,0,0,0,0
FUN_015371-T1,0,0,0,0,0,0,0,0,0,0
FUN_019826-T1,0,6,0,4,7,1,3,4,0,2
FUN_015053-T1,0,0,0,0,2,0,0,0,0,0
FUN_001023-T1,1047,1538,1099,1315,5234,2023,1480,8759,5015,6222
FUN_006724-T1,0,0,0,0,0,0,0,0,0,0
FUN_022148-T1,65,64,50,69,57,37,77,8,0,112
FUN_005246-T1,26,52,12,20,359,148,79,223,108,257
FUN_008187-T1,0,0,0,0,0,0,0,0,0,0
FUN_019732-T1,3,2,0,0,4,0,5,7,5,6
FUN_024625-T1,0,0,0,0,0,0,0,0,0,0
FUN_008310-T1,349,557,182,488,831,674,870,876,898,1027
FUN_026761-T1,4862,5354,4586,4233,9842,7365,5819,9481,7319,10952
FUN_014943-T1,0,0,0,0,0,0,0,0,0,0
FUN_002164-T1,186,275,230,218,373,309,257,338,362,444
FUN_015581-T1,16550,25524,23314,21962,17121,14717,21198,15722,14708,16733
FUN_012676-T1,0,0,0,0,0,0,0,0,0,0
FUN_029800-T1,186,248,198,163,459,412,284,452,396,478
FUN_002727-T1,0,0,0,0,0,0,0,0,0,0
FUN_007095-T1,48,73,64,92,129,102,98,172,142,137
FUN_011279-T1,9,15,2,19,7,7,18,11,10,11
FUN_021831-T1,761,1067,1490,1127,1450,1341,965,1398,935,1188
FUN_021094-T1,456,496,452,400,1536,1320,1070,1536,1432,1702
FUN_011592-T1,0,0,0,0,0,2,0,0,0,0
FUN_002176-T1,2,3,0,3,12,2,1,3,0,2
FUN_006840-T1,904,1397,1217,993,2088,1733,1207,1909,2382,2346
FUN_030703-T1,0,17,3,0,1402,3404,4130,3228,2968,2960
FUN_017271-T1,0,0,0,0,0,0,1,0,0,0
FUN_007909-T1,0,0,0,0,0,0,0,0,0,0
FUN_020215-T1,175,290,139,212,506,875,256,710,794,840
FUN_016267-T1,216,281,258,294,505,432,218,504,380,502
FUN_016648-T1,0,0,0,0,0,0,0,0,0,0
FUN_006148-T1,1544,1987,2025,1740,2357,1615,1895,1909,1804,2517
FUN_015686-T1,109,37,82,30,23,13,50,0,0,51
FUN_015353-T1,1545,2256,1591,1716,2709,2323,1835,2392,2295,3368
FUN_029903-T1,0,0,0,0,0,0,0,0,1,0
FUN_015019-T1,183,227,250,252,369,308,286,389,320,440
FUN_012754-T1,92,99,92,66,105,99,90,79,82,119
FUN_008084-T1,3,0,0,0,0,0,0,0,0,0
FUN_014857-T1,608,834,510,636,1329,1085,695,1318,1045,1427
FUN_020270-T1,0,0,0,0,0,0,0,0,0,2
FUN_026132-T1,19,21,8,21,42,34,50,19,15,38
FUN_022772-T1,0,16,1,26,36,2,18,3,3,4
FUN_015748-T1,0,0,0,0,0,0,0,0,0,0
FUN_018032-T1,0,0,2,0,0,0,0,2,0,0
FUN_010183-T1,16,26,27,17,33,16,22,28,16,29
FUN_006208-T1,25,16,1,9,12,13,29,14,23,29
FUN_023288-T1,233,363,145,300,457,355,263,376,283,528
FUN_030111-T1,15,54,39,48,90,78,35,76,91,98
FUN_020098-T1,2796,2291,2016,1255,759,845,2032,105,58,902
FUN_017095-T1,207,201,194,205,378,306,195,357,267,397
FUN_015896-T1,9,15,19,11,14,21,11,11,14,41
FUN_010984-T1,0,0,0,0,0,1,0,0,0,0
FUN_022496-T1,0,0,0,0,0,0,0,0,0,0
FUN_006471-T1,36,64,28,28,43,25,47,34,28,30
FUN_010972-T1,962,1244,908,1039,2169,1659,1435,2223,1892,2382
FUN_025878-T1,70,74,17,67,125,83,76,113,110,151
FUN_026236-T1,0,0,0,0,0,0,0,0,0,0
FUN_010518-T1,210,217,183,122,121,59,129,0,0,68
FUN_022497-T1,0,0,0,0,0,0,0,0,0,0
FUN_027397-T2,64,87,58,92,17,2,127,0,0,33
FUN_027397-T1,0,0,0,0,0,47,0,0,0,0
FUN_014615-T1,0,0,0,8,0,0,0,0,0,0
FUN_016119-T1,14,6,9,17,37,20,13,39,23,39
FUN_021975-T1,20,14,8,0,14,0,0,0,0,0
FUN_030003-T1,51,103,25,67,89,100,138,139,142,228
FUN_019022-T1,396,585,409,384,367,258,383,459,347,447
FUN_017292-T1,1310,1880,1750,1577,3251,2811,1983,3855,2974,3845
FUN_022428-T1,426,761,594,529,1174,841,739,1045,983,1414
FUN_022428-T2,0,22,0,0,0,30,17,75,5,5
FUN_003635-T1,5857,9630,11047,10273,14513,11251,9067,13045,11298,14320
FUN_001689-T1,0,0,0,0,0,0,0,0,0,0
FUN_004258-T1,253,209,113,289,292,142,265,1382,225,690
FUN_003366-T1,0,0,0,5,3,0,0,0,0,0
FUN_022181-T1,0,0,0,0,0,0,0,0,0,0
FUN_027833-T1,829,1425,1122,771,2428,1837,1310,2938,2639,2731
FUN_024323-T1,446,609,430,514,848,725,665,770,779,902
FUN_002380-T1,0,0,0,0,0,0,0,0,0,0
FUN_016268-T1,0,0,0,0,0,0,0,0,0,0
FUN_014569-T1,0,0,0,0,0,0,0,0,0,0
FUN_021324-T1,0,0,0,0,0,0,0,0,0,0
FUN_028760-T1,0,0,2,2,2,4,2,2,2,6
FUN_008740-T1,152,237,201,173,319,263,217,303,257,349
FUN_023891-T1,107,151,144,117,125,126,119,133,105,169
FUN_002168-T1,9,16,10,23,17,6,18,16,13,17
FUN_006044-T1,0,0,0,0,0,0,0,0,0,0
FUN_018063-T1,0,0,0,0,0,0,0,0,0,0
FUN_016127-T1,0,0,0,0,0,0,0,0,0,0
FUN_000374-T1,0,0,0,1,0,0,2,0,0,2
FUN_010364-T1,2890,2613,2510,2685,5136,3330,3220,2894,2820,5195
FUN_019817-T1,4,4,6,7,13,9,4,12,10,15
FUN_022820-T1,13,30,16,25,45,42,23,31,22,52
FUN_003866-T1,59,84,87,69,191,129,99,184,203,244
FUN_011870-T1,101,106,68,89,161,190,197,185,157,203
FUN_028458-T1,143,299,324,193,379,310,176,350,306,474
FUN_005938-T1,0,8,0,0,9,0,0,0,0,7
FUN_002689-T1,332,189,135,177,15,143,433,13,8,18
FUN_011040-T1,0,0,0,0,0,0,0,0,0,0
FUN_005089-T1,651,827,243,100,2570,639,287,1419,1664,1657
FUN_005089-T2,0,98,0,0,236,0,0,0,0,235
FUN_019723-T1,489,972,929,333,441,50,370,763,298,1101
FUN_021187-T1,8509,11712,6563,5917,4552,2095,6245,11961,4187,6074
FUN_023426-T1,107,33,69,0,262,142,23,331,128,92
FUN_024576-T1,0,0,0,0,0,0,0,0,0,0
FUN_013730-T1,221,254,188,227,551,310,274,240,237,443
FUN_005045-T1,44,60,32,18,110,107,51,103,107,116
FUN_011832-T1,0,0,0,0,0,0,0,0,0,0
FUN_020562-T1,0,0,0,0,0,0,0,0,1,0
FUN_008644-T1,0,0,0,0,0,0,0,0,0,0
FUN_005826-T1,0,0,0,0,3,0,0,0,0,3
FUN_010634-T1,1106,1484,1572,1386,2353,1909,1473,2356,1934,2325
FUN_010203-T1,2,2,0,3,0,0,0,0,0,0
FUN_010996-T1,611,837,727,655,1274,926,721,1061,1013,1379
FUN_026133-T3,0,0,26,17,0,0,0,0,0,37
FUN_026133-T2,0,14,0,0,0,14,5,0,0,0
FUN_026133-T1,12,0,0,0,34,18,7,37,33,0
FUN_011965-T1,0,2,0,0,0,1,0,1,1,0
FUN_030175-T1,42,55,35,59,77,56,67,85,63,82
FUN_001064-T1,61,43,14,39,82,69,101,83,67,108
FUN_001611-T1,0,0,0,0,0,0,0,0,0,0
FUN_021927-T1,379,420,564,540,94,144,329,55,65,102
FUN_028595-T1,0,0,0,0,0,0,0,0,0,0
FUN_005234-T1,0,0,0,0,0,0,0,0,0,0
FUN_014530-T1,0,11,0,0,13,9,21,11,0,8
FUN_008869-T1,10,18,9,13,17,25,7,7,14,35
FUN_006966-T1,236,279,301,247,267,313,216,187,198,317
FUN_000901-T1,39,44,17,39,100,142,90,203,146,197
FUN_003166-T1,0,0,0,0,0,0,0,0,0,0
FUN_012898-T1,8,12,6,19,15,0,12,23,11,20
FUN_007563-T1,0,0,0,0,1,0,0,0,0,3
FUN_024153-T1,2,0,0,0,0,0,0,0,0,0
FUN_000164-T1,10,13,0,6,15,4,9,28,12,18
FUN_018661-T1,0,0,0,0,0,0,0,0,0,0
FUN_027549-T1,37,46,19,18,1316,475,67,1017,840,1415
FUN_007588-T1,384,599,453,439,939,942,700,998,1021,1085
FUN_016198-T1,82,145,61,90,302,198,177,253,238,297
FUN_013515-T1,0,0,0,0,0,0,0,0,0,0
FUN_029486-T1,259,381,478,458,692,528,427,615,489,758
FUN_024662-T1,0,0,0,0,0,0,0,0,0,0
FUN_001531-T1,0,0,0,0,0,0,0,0,0,0
FUN_001531-T2,0,0,0,0,0,0,0,0,0,2
FUN_008625-T1,333,581,635,567,872,881,560,809,695,1003
FUN_007280-T1,1889,2466,2457,2032,3724,2591,2290,3461,2569,3370
FUN_011687-T1,59,90,57,103,179,127,93,127,122,165
FUN_015872-T1,124,324,196,117,343,634,209,539,555,666
FUN_009197-T1,334,313,469,311,894,706,386,783,590,891
FUN_019328-T1,0,0,0,0,0,0,0,0,0,0
FUN_025077-T2,47,14,12,37,114,77,8,44,77,83
FUN_025077-T1,83,183,96,106,288,180,243,392,246,280
FUN_008611-T1,1068,1736,982,1054,1627,1311,1213,1478,1454,2013
FUN_021138-T1,0,0,0,0,0,0,0,0,0,0
FUN_001291-T1,650,677,523,880,885,727,888,1012,757,992
FUN_022739-T1,45,62,71,68,59,60,37,63,32,91
FUN_013919-T1,0,0,0,0,0,4,0,0,0,0
FUN_003897-T1,278,338,328,18,510,124,57,87,80,106
FUN_009829-T1,71,67,32,49,67,56,45,44,30,47
FUN_029953-T1,151,222,223,226,413,261,233,417,293,524
FUN_009540-T1,0,0,0,0,0,0,0,0,0,0
FUN_026472-T1,375,582,514,590,801,807,536,681,730,911
FUN_024388-T1,0,0,1,0,0,0,0,0,0,0
FUN_015856-T1,149,259,384,216,509,433,252,389,404,422
FUN_022016-T1,1035,1445,894,1077,1701,1650,1432,1883,1629,2298
FUN_016656-T1,149,206,55,135,390,266,289,417,329,437
FUN_020426-T1,739,1078,518,722,1162,784,917,1958,782,1980
FUN_026184-T1,201,206,261,181,228,163,166,202,171,253
FUN_015323-T1,0,0,0,0,14,0,0,9,6,7
FUN_012713-T1,12883,16344,24967,17235,18777,16234,13985,17299,14379,18383
FUN_020586-T1,0,0,0,0,2,0,0,0,0,0
FUN_020203-T1,0,0,0,0,0,0,0,0,0,0
FUN_007313-T1,1969,2370,1744,2001,4637,3068,2204,4124,3149,4320
FUN_009178-T1,8,10,10,16,11,0,5,8,9,16
FUN_028238-T1,45,28,95,55,59,45,52,39,37,67
FUN_028238-T2,0,0,0,0,4,3,0,6,0,4
FUN_010726-T1,16,14,28,35,42,49,22,29,44,48
FUN_026988-T1,0,0,0,0,0,0,0,0,0,0
FUN_025472-T1,27,24,27,44,9,1,32,0,0,44
FUN_012333-T1,20,24,54,39,59,45,48,55,44,48
FUN_000930-T1,5,9,15,11,9,12,10,8,15,13
FUN_003010-T1,18,8,10,4,19,0,5,28,14,22
FUN_001483-T1,0,0,0,0,0,0,0,0,0,0
FUN_019837-T1,678,809,226,123,2672,254,188,367,247,471
FUN_022280-T1,0,0,0,0,0,0,0,0,0,0
FUN_020183-T1,539,673,426,373,1512,1228,1055,1467,987,1405
FUN_016311-T1,70,79,62,82,99,72,65,98,86,85
FUN_002114-T1,0,0,0,0,0,0,0,0,0,0
FUN_016540-T1,0,0,0,0,0,0,0,0,0,0
FUN_015544-T1,2056,2571,2553,2257,4830,4828,3014,6158,4708,5830
FUN_017669-T1,398,608,600,469,923,626,614,917,660,889
FUN_002969-T3,0,4,0,2,0,0,0,7,0,0
FUN_021525-T1,52,100,44,25,1066,584,70,1098,792,946
FUN_002969-T1,42,75,54,57,168,200,106,290,183,228
FUN_023774-T1,0,4,0,0,22,0,0,0,0,0
FUN_008464-T1,8254,13523,14965,10240,15226,10537,9871,17524,11641,16412
FUN_003437-T1,0,0,0,0,0,0,0,0,0,0
FUN_019284-T1,0,0,0,0,0,0,0,0,0,0
FUN_025803-T1,2,1,0,2,1,4,1,5,7,4
FUN_013567-T1,56,50,66,45,126,95,64,130,113,149
FUN_004181-T1,0,0,0,36,0,0,37,0,0,0
FUN_008253-T1,856,1248,1071,1175,1826,1544,1505,2163,1647,2181
FUN_005004-T1,512,435,324,486,292,292,813,169,190,281
FUN_007101-T1,266,243,208,263,435,427,316,399,430,466
FUN_007384-T1,8,13,18,12,18,19,9,16,12,19
FUN_017597-T1,3,9,11,11,13,8,9,8,16,12
FUN_017655-T1,147,209,151,179,472,318,388,487,354,467
FUN_013103-T1,20,37,11,17,39,61,29,45,30,65
FUN_008441-T1,0,23,38,17,30,17,8,12,25,32
FUN_008238-T1,21,32,31,38,32,26,26,19,20,23
FUN_018478-T1,257,442,341,300,605,627,461,637,712,896
FUN_029060-T1,0,27,6,22,0,0,11,0,0,0
FUN_015206-T1,0,0,0,0,0,0,0,0,0,0
FUN_006139-T1,225,228,192,257,331,247,194,281,238,354
FUN_011872-T1,0,0,0,0,0,0,0,0,0,0
FUN_017354-T2,250,35,9,32,80,76,56,103,64,117
FUN_017354-T1,907,1474,1448,1225,2296,1820,1495,1841,1876,2633
FUN_024906-T1,0,0,0,0,0,0,0,0,0,0
FUN_025645-T1,200,236,233,284,469,370,306,488,392,495
FUN_017828-T1,1226,1172,1261,2284,731,707,2091,18,23,908
FUN_029499-T1,16,65,20,29,46,44,43,49,50,48
FUN_008629-T1,208,276,309,231,368,320,232,334,253,331
FUN_017725-T1,18,110,8,7,14430,1552,22,7405,5373,10434
FUN_026752-T1,109,164,117,99,286,170,161,220,204,277
FUN_021499-T1,137,446,139,24,3481,1596,620,3048,2470,3270
FUN_024127-T1,1,1,0,0,1,2,1,0,2,0
FUN_010350-T1,101,170,159,153,235,203,139,202,143,258
FUN_026968-T1,527,662,582,562,1280,1011,690,1028,947,1383
FUN_012503-T1,17,50,15,28,268,184,92,323,314,327
FUN_024336-T1,4,3,2,0,0,8,2,0,5,10
FUN_011491-T1,0,0,0,0,0,0,0,0,0,0
FUN_013529-T1,0,0,0,0,0,0,0,0,0,0
FUN_019410-T1,13,9,0,0,0,12,10,4,11,17
FUN_009880-T1,4,2,3,0,8,7,3,5,7,3
FUN_029014-T1,411,264,214,75,91,30,132,6,8,162
FUN_013374-T1,1,1,1,1,0,0,1,1,0,0
FUN_017420-T1,0,7,0,0,8,5,8,0,9,6
FUN_025795-T1,97,176,168,138,273,283,196,207,220,288
FUN_004119-T1,0,0,0,0,0,0,0,0,0,0
FUN_005186-T1,242,274,80,163,479,356,448,500,448,583
FUN_007490-T1,6,4,16,9,21,13,10,29,27,27
FUN_022005-T1,4,6,5,10,17,9,8,16,4,10
FUN_004930-T1,0,0,0,0,0,0,0,0,0,0
FUN_001643-T1,302,372,162,49,197,123,60,144,99,296
FUN_006913-T1,0,0,0,0,0,0,0,0,0,0
FUN_025551-T1,1516,1458,1755,1460,2473,1917,1374,2322,2107,2506
FUN_005552-T1,0,3,2,3,1,0,0,5,0,0
FUN_010881-T1,228,458,275,320,509,408,399,507,438,588
FUN_017856-T1,0,0,0,0,0,0,0,0,0,0
FUN_028184-T1,27,25,39,41,93,53,38,66,52,83
FUN_018722-T1,0,0,0,1,0,0,0,0,0,0
FUN_029770-T1,90,112,90,109,167,143,97,224,159,226
FUN_017136-T1,0,0,0,0,0,0,0,0,0,0
FUN_006926-T1,2,3,13,7,22,12,8,11,6,11
FUN_025037-T1,0,0,0,0,0,0,0,2,2,0
FUN_022304-T1,157,219,132,158,357,253,204,284,233,324
FUN_005400-T1,4,15,5,5,3,7,6,2,3,6
FUN_017254-T1,0,0,0,0,0,0,0,0,0,0
FUN_012679-T1,0,0,0,0,0,0,0,0,0,0
FUN_012343-T1,0,0,0,0,0,0,0,0,0,0
FUN_010353-T1,0,0,0,0,0,0,0,0,0,0
FUN_008290-T1,0,4,0,0,0,0,0,0,0,0
FUN_000213-T1,0,0,0,0,0,0,0,0,0,0
FUN_011028-T1,0,0,0,0,0,0,0,0,0,0
FUN_016908-T1,5008,6246,7076,7172,11107,8265,7353,10707,8491,11356
FUN_016753-T1,0,0,0,0,0,0,0,0,0,2
FUN_006276-T1,0,0,0,0,0,0,0,0,0,0
FUN_000123-T1,13,16,13,14,20,11,12,28,21,30
FUN_001163-T1,263,429,375,379,692,574,435,676,515,722
FUN_011801-T1,149,194,101,130,319,277,151,316,256,330
FUN_025717-T1,2,18,3,7,12,21,14,15,16,35
FUN_001750-T1,4047,4099,2502,586,7715,2485,547,5089,5280,4349
FUN_017346-T1,1230,1304,1494,970,1865,2311,1020,2475,1416,5957
FUN_025495-T1,888,1205,1042,918,1095,890,1073,1084,1045,1386
FUN_023072-T1,64,96,111,99,116,130,109,131,96,149
FUN_008759-T1,0,0,0,0,204,443,174,540,559,414
FUN_008223-T1,0,18,8,13,3,7,20,16,8,8
FUN_026824-T1,24,117,108,93,20,37,15,0,8,8
FUN_016105-T1,90,131,130,88,310,176,138,237,227,325
FUN_025970-T1,0,0,0,2,0,0,0,3,0,2
FUN_004042-T1,2,4,2,0,2,3,2,8,0,2
FUN_006866-T1,5,8,2,11,12,5,4,13,11,8
FUN_009019-T1,326,462,196,214,1480,824,387,1078,1039,1301
FUN_022248-T1,5,0,5,7,0,0,0,1,5,0
FUN_021158-T1,0,0,0,0,0,0,0,0,0,0
FUN_003715-T1,12,3649,1992,2397,0,18,62,0,0,3
FUN_006605-T1,98,192,116,107,260,184,145,194,213,296
FUN_018317-T1,9,15,15,15,0,3,7,0,1,2
FUN_028970-T1,88,162,85,59,51,26,100,64,39,58
FUN_002708-T1,2,0,0,1,0,1,0,2,0,1
FUN_009636-T1,0,0,0,0,0,0,0,0,0,0
FUN_016707-T1,0,0,0,0,0,0,0,0,0,0
FUN_029879-T1,1835,2878,2683,3123,4088,3975,2576,3481,3166,4678
FUN_030069-T1,252,334,254,276,590,329,336,458,402,503
FUN_021006-T1,173,865,616,519,37,116,289,19,0,41
FUN_006717-T1,0,0,0,0,0,1,1,2,0,0
FUN_019383-T1,0,0,0,0,0,0,0,0,0,0
FUN_019626-T1,3848,5510,4628,4343,6396,4198,5162,10052,5857,9483
FUN_015570-T1,0,0,0,0,0,0,0,0,0,0
FUN_023366-T1,358,524,522,509,1084,831,537,1004,761,1153
FUN_024364-T1,648,820,546,751,1784,1538,1259,1932,1548,2258
FUN_021519-T1,26,10,14,16,17,14,12,16,15,25
FUN_029211-T1,0,2,5,3,6,1,0,11,2,5
FUN_025844-T1,0,0,0,0,0,0,0,0,0,0
FUN_017062-T1,653,731,1051,807,49,128,923,8,25,50
FUN_001936-T1,874,1464,1458,889,1470,742,1131,1964,1225,2077
FUN_002120-T1,0,0,0,0,0,0,0,0,0,0
FUN_018872-T1,139,163,161,144,217,179,123,178,191,228
FUN_015657-T1,70,79,82,68,102,54,95,94,109,131
FUN_023632-T1,4,1,0,0,19,7,0,20,13,13
FUN_027543-T1,17,36,15,27,43,43,19,46,46,44
FUN_015736-T1,0,0,0,0,0,0,0,0,0,0
FUN_008360-T1,0,2,0,0,0,0,0,0,0,5
FUN_021487-T1,12,12,0,12,4,4,14,9,12,5
FUN_000838-T1,16,16,20,13,35,14,6,25,17,44
FUN_028710-T1,0,0,0,0,14,25,0,5,5,6
FUN_028710-T2,7,0,4,0,0,0,0,7,0,0
FUN_023388-T1,0,0,0,0,0,0,0,0,0,0
FUN_004712-T1,2781,4335,4464,4458,8456,6861,4978,8967,6832,9556
FUN_023941-T1,0,0,0,0,0,0,0,0,0,0
FUN_021254-T1,0,0,0,0,0,0,0,0,0,0
FUN_017287-T1,3,3,0,20,7,7,10,0,3,6
FUN_018403-T1,0,0,0,0,0,0,0,0,0,0
FUN_007485-T1,719,832,1310,1302,3193,2043,1529,3647,1667,3011
FUN_015427-T1,534,791,395,581,868,709,724,747,829,860
FUN_016532-T1,11,20,8,12,14,18,12,21,15,24
FUN_008772-T1,0,0,0,0,0,0,0,0,0,0
FUN_018992-T1,0,0,0,0,0,0,0,0,0,0
FUN_009809-T1,129,106,89,143,81,118,110,85,54,180
FUN_000263-T2,54,98,27,19,7,120,44,2,0,3
FUN_000263-T1,17,28,12,46,106,27,24,95,101,250
FUN_015784-T1,12,0,2,4,0,2,0,2,0,5
FUN_007813-T1,174,181,252,187,284,253,164,254,226,252
FUN_027968-T1,385,539,573,537,829,755,530,783,619,986
FUN_019506-T1,0,0,0,0,0,0,0,0,0,0
FUN_008074-T1,529,1110,1061,710,1155,953,709,1075,795,1238
FUN_016248-T1,0,10,5,0,0,0,0,7,0,6
FUN_003317-T1,245,351,145,216,475,413,241,555,442,537
FUN_028404-T1,11,51,4,21,35,32,37,12,19,44
FUN_010054-T1,420,667,593,478,1186,1080,598,1214,1011,1409
FUN_014717-T1,143,201,132,159,350,251,134,280,202,346
FUN_028835-T1,6,7,6,7,13,11,8,7,9,10
FUN_024213-T1,0,3,2,0,0,2,0,2,1,3
FUN_027773-T1,122,182,179,157,213,161,153,162,142,194
FUN_004972-T1,0,0,0,0,0,0,0,0,0,0
FUN_020510-T1,133,217,200,188,366,249,196,273,219,310
FUN_023161-T1,1581,1969,2250,1704,2679,2125,1770,2467,2024,2818
FUN_021960-T1,29,160,113,92,533,494,279,612,726,781
FUN_013466-T1,0,0,0,0,0,0,0,0,1,0
FUN_010250-T1,83,155,56,130,170,111,116,218,168,221
FUN_019638-T1,5,7,6,2,21,9,4,19,18,30
FUN_016487-T1,110,172,120,173,271,276,206,262,248,437
FUN_011707-T1,169,197,228,155,518,390,266,477,426,515
FUN_013032-T1,0,0,0,0,10,16,3,5,10,18
FUN_024051-T1,0,2,0,0,0,1,0,5,0,2
FUN_024935-T1,616,762,786,566,1060,941,690,1006,760,1328
FUN_030467-T2,8,7,6,2,8,0,4,6,12,3
FUN_004950-T1,175,214,170,165,285,313,183,210,264,323
FUN_006239-T1,0,0,0,0,0,0,0,0,0,0
FUN_015269-T1,0,0,0,0,0,0,0,0,0,0
FUN_030642-T1,53,81,61,54,193,143,57,210,162,187
FUN_018053-T1,0,0,0,0,0,0,0,0,0,0
FUN_026774-T1,9,7,9,8,17,19,13,9,12,22
FUN_025184-T1,162,299,142,40,389,171,132,248,186,314
FUN_012248-T1,80,69,56,55,147,118,71,148,145,205
FUN_028219-T1,0,7,0,0,0,0,3,0,0,7
FUN_007082-T1,0,0,0,0,0,4,0,8,0,0
FUN_005494-T1,0,0,0,0,0,0,0,0,0,0
FUN_007762-T1,28,23,36,26,52,39,30,47,39,63
FUN_023919-T1,511,550,869,646,1027,690,574,1087,759,1081
FUN_030235-T1,469,478,598,514,930,865,793,1200,801,1213
FUN_018951-T1,0,4,0,0,0,0,2,0,0,4
